atr_bucket,trades,winrate,expectancy,profit_factor,avg_pnl
low,2483,0.023358840112766815,-0.7678991586344434,0.0321981330903243,-0.7678991586344434
medium,2483,0.05235602094240838,-0.8073796213717734,0.06900497235677568,-0.8073796213717734
high,2480,0.012903225806451613,-0.770071625241075,0.024259632828765577,-0.770071625241075
