pnl,drawdown
-0.11163945190397798,-189.01122797979056
-0.2550643334359729,-189.26629231322653
-0.2864359757599878,-189.55272828898651
-0.23332140849598526,-189.7860496974825
-0.4048034279839623,-190.19085312546645
-0.45420259489197046,-190.6450557203584
-0.41784608784680927,-191.06290180820523
-0.2079805457343982,-191.2708823539396
-0.26668040000001586,-191.53756275393962
-0.1857629954399973,-191.72332574937963
-0.14701828283998952,-191.8703440322196
-0.29557638000001496,-192.16592041221963
-0.2206999232927809,-192.38662033551242
-0.937341500183918,-193.32396183569634
-0.12695358036796717,-193.4509154160643
-0.22465638473594746,-193.67557180080024
-0.2261584018719902,-193.90173020267224
-0.08865896817598695,-193.99038917084823
-0.2958372000000015,-194.28622637084823
-0.3869309999999989,-194.67315737084823
-0.08326857040798108,-194.75642594125623
-0.2735067999999947,-195.02993274125623
-0.21121239999998473,-195.24114514125623
-0.23113300470400466,-195.47227814596022
-0.37215965279995916,-195.84443779876017
-0.29587950251997297,-196.14031730128013
-0.16805899016000575,-196.30837629144014
-0.22376300455998976,-196.53213929600014
-0.2911202870000175,-196.82325958300015
-0.2905579999999679,-197.11381758300013
-0.1968280964720095,-197.31064567947215
-0.16126220397118182,-197.47190788344332
-0.13454533927997445,-197.6064532227233
-0.46878760665149355,-198.0752408293748
-0.21625108176158675,-198.29149191113638
-0.29129994239996476,-198.58279185353635
-0.3362373343440039,-198.91902918788034
-0.40349677119598565,-199.32252595907633
-0.19760279999997765,-199.5201287590763
-0.34592833866236805,-199.86605709773866
-0.3802350316799422,-200.2462921294186
-0.49442889839994175,-200.74072102781855
-0.4903197243360113,-201.23104075215457
-0.18256352130157918,-201.41360427345614
-0.2658711999999808,-201.67947547345614
-0.3058175999999592,-201.9852930734561
-0.209168697815989,-202.19446177127207
-0.15146491599599626,-202.34592668726808
-0.23114134649919987,-202.57706803376726
-0.23544176356799912,-202.81250979733525
-0.12577878051199617,-202.93828857784726
-0.10623956112000363,-203.04452813896725
-0.3128594028461037,-203.35738754181335
-0.0912965745119724,-203.44868411632532
-0.28511699999998275,-203.7338011163253
-0.14230772016143836,-203.87610883648674
-0.2544256087359936,-204.13053444522274
-0.20385823999999675,-204.33439268522272
-0.567374462975986,-204.9017671481987
-0.5571614983495953,-205.4589286465483
-0.15953916851197927,-205.61846781506026
-0.11357368091998296,-205.73204149598024
-0.2804209233695667,-206.01246241934982
-0.40864717336796264,-206.42110959271778
-0.5326051297420853,-206.95371472245986
-0.3151614652287879,-207.26887618768865
-0.3683807869463622,-207.63725697463502
-1.0768525759999852,-208.71410955063502
-0.32875169236000057,-209.042861242995
-0.38198820000000155,-209.424849442995
-0.14566638732798018,-209.570515830323
-0.41018184871998975,-209.98069767904298
-0.23667259255998058,-210.21737027160296
-0.127513714299997,-210.34488398590295
-0.5729811130943854,-210.91786509899734
-0.37576754259999473,-211.29363264159733
-0.6132108504959908,-211.90684349209332
-0.057959949599969474,-211.96480344169328
-0.37843460000000284,-212.34323804169327
-0.15115598982397146,-212.49439403151723
-0.739273798917002,-213.23366783043423
-0.40132010110396765,-213.6349879315382
-0.6496266507640043,-214.2846145823022
-0.23192338382399322,-214.51653796612618
-0.2698758400000234,-214.7864138061262
-0.5811815477887996,-215.367595353915
-0.301459536799183,-215.66905489071416
-0.16872054994878283,-215.83777544066294
-0.1954543319400325,-216.03322977260297
-0.14415996159999894,-216.17738973420296
-0.2268185845919617,-216.40420831879493
-0.1442622822159868,-216.5484706010109
-0.13624611787843807,-216.68471671888935
-0.29649735599997873,-216.98121407488932
-0.37894179999996647,-217.3601558748893
-0.31583952991357067,-217.67599540480288
-0.057749949600013645,-217.73374535440288
-0.19403119894399673,-217.9277765533469
-0.09265370590000538,-218.0204302592469
-0.27050771999997814,-218.29093797924688
-0.0910773670719986,-218.38201534631887
-0.28859644799996964,-218.67061179431883
-0.5046513674080118,-219.17526316172683
-0.1837199711999806,-219.35898313292682
-0.319083636772783,-219.6780667696996
-0.05396429859918492,-219.7320310682988
-0.17049687485759857,-219.9025279431564
0.09179302677600623,-219.8107349163804
-0.17105544310954746,-219.98179035948993
-0.1914335976960006,-220.17322395718594
0.26097755254943844,-219.9122464046365
-0.45500175550402766,-220.36724816014052
0.25843215360004546,-220.10881600654048
-0.20759040000000512,-220.3164064065405
-1.4647523059567646,-221.78115871249724
0.24048332940803666,-221.5406753830892
-0.2052688200000043,-221.7459442030892
