volatility_bucket,trades,expectancy,profit_factor,winrate,avg_win,avg_loss,gross_profit,gross_loss_abs
V2: 0.000152..0.000972,1489,-0.7511083694298321,0.039388168202129245,0.03089321692411014,0.9969131384445188,-0.8068318547813359,45.858004368447865,1164.2583664494678
V5: 0.174..117.1,1489,-0.7606032825754799,0.03684759320703765,0.0167897918065816,1.7331134646713338,-0.8031872434232739,43.327836616783344,1175.8661243716729
V4: 0.00469..0.174,1488,-0.7635809288197011,0.010282111798174608,0.01478494623655914,0.5365450903258707,-0.7830916876336184,11.803991987169155,1148.0124140708845
V1: -0.001..0.000152,1492,-0.7975279391152073,0.03408312319806799,0.024798927613941018,1.1347825149667103,-0.846665730731036,41.98695305376828,1231.8986382136575
V3: 0.000972..0.00469,1488,-0.8361129598614164,0.08564145297168506,0.06048387096774194,1.2947707353969446,-0.9732943136334139,116.52936618572501,1360.6654504595126
