day_of_week,trades,winrate,expectancy,profit_factor,avg_pnl
Saturday,4078,0.02157920549288867,-0.5151382918372729,0.0372401468682014,-0.5151382918372729
Sunday,3368,0.039192399049881234,-1.1046499071380353,0.04571986443122294,-1.1046499071380353
