dec_mode,trades,winrate,expectancy,profit_factor,avg_pnl
DRIFT,4497,0.02245941738937069,-0.7471001136866982,0.03847492958342958,-0.7471001136866982
PREBREAK,1694,0.02715466351829988,-0.767705493911286,0.019574659493024758,-0.767705493911286
CONT,1238,0.05896607431340872,-0.9214858608408554,0.07992891732893591,-0.9214858608408554
MOMENTUM,17,0.0,-1.1878251586777844,0.0,-1.1878251586777844
