pyramide_bucket,trades,winrate,expectancy,profit_factor,avg_pnl
0,7150,0.011188811188811189,-0.8354601144473438,0.008049586588393276,-0.8354601144473438
1,179,0.31843575418994413,0.028653903235947173,1.1095380639437014,0.028653903235947173
2,68,0.5882352941176471,0.7848611586905351,8.21963780682585,0.7848611586905351
3,29,0.8620689655172413,1.5274754010223155,13.540500007619551,1.5274754010223155
4,13,0.8461538461538461,2.283895186103659,32.673927379589216,2.283895186103659
5+,7,1.0,2.8368493465744105,inf,2.8368493465744105
