range_bucket,trade_count,winrate,expectancy,profit_factor
0-0.2%,6042,0.004137702747434625,-0.7340102094577755,0.0008871983882498149
0.2-0.5%,1145,0.10218340611353711,-0.9522649654707016,0.0666009363105099
0.5-1%,304,0.23026315789473684,-1.3094413687193354,0.25472021655500443
1%+,70,0.37142857142857144,-0.817872784023483,0.6357249599717791
