regime_type,regime,weekday,expectancy,profit_factor,winrate,trade_count
weekday,Saturday,Saturday,-0.5151382918372729,0.0372401468682014,0.02157920549288867,4078
weekday,Sunday,Sunday,-1.1136388451535437,0.057362640640555324,0.04299226139294927,3489
