coin,hour_of_day,expectancy,profit_factor,winrate,trade_count
PI/USDT,2,-0.2137257150602335,0.7454675204403637,0.3333333333333333,15
TAO/USDT,13,-0.2178416272531458,0.0,0.0,11
SONIC/USDT,21,-0.2179464162407907,0.06141622284545801,0.5,2
FF/USDT,14,-0.21828510622560998,0.0,0.0,1
FF/USDT,13,-0.22472742778798815,0.0,0.0,2
KITE/USDT,14,-0.2252406473368456,0.3242068019810661,0.15384615384615385,13
LTC/USDT,15,-0.232290674965321,0.0,0.0,15
MOODENG/USDT,14,-0.23265965584192874,0.027467092908258432,0.0625,16
LINK/USDT,17,-0.24644770362663895,0.0,0.0,3
DOGE/USDT,16,-0.2513859812642131,0.0,0.0,7
USDC/USDT,19,-0.2543921568155783,0.0,0.0,2
BGB/USDT,15,-0.25682703547528496,0.0,0.0,17
BCH/USDT,18,-0.25924841588798353,0.0,0.0,3
TRX/USDT,15,-0.2595729204215169,0.0,0.0,12
PENGU/USDT,18,-0.26330794072533376,0.0,0.0,19
XLM/USDT,15,-0.2669220035963144,0.0,0.0,22
SOL/USDT,15,-0.27538449542835264,0.0,0.0,22
LA/USDT,19,-0.27665639999999553,0.0,0.0,1
0G/USDT,15,-0.27705038898219364,0.0939109345561291,0.1111111111111111,9
GRASS/USDT,14,-0.27959218838698263,0.0,0.0,8
AVAX/USDT,17,-0.27959681881598286,0.0,0.0,2
H/USDT,15,-0.2875468561233144,0.18348478841832633,0.23076923076923078,13
XRP/USDT,15,-0.28843031868797875,0.0,0.0,16
BERA/USDT,14,-0.2899468772147432,0.3714649320450144,0.26666666666666666,15
BCH/USDT,14,-0.29117529107198936,0.0,0.0,8
MOODENG/USDT,15,-0.2931025554088511,0.16342075713222398,0.11764705882352941,17
H/USDT,18,-0.2965982208656304,0.1410829401418138,0.08333333333333333,12
XRP/USDT,13,-0.29824661053798945,0.0,0.0,4
HYPE/USDT,14,-0.29976375182743087,0.0,0.0,13
ASTER/USDT,13,-0.30018564176299567,0.0,0.0,8
ALCH/USDT,16,-0.3010849656674296,0.0,0.0,3
DOGE/USDT,15,-0.30494001589497066,0.0,0.0,22
MORPHO/USDT,15,-0.3060398501279816,0.0,0.0,10
HYPE/USDT,18,-0.30682646004607,0.0,0.0,20
SUI/USDT,16,-0.3069791862486722,0.0,0.0,14
MOODENG/USDT,16,-0.3093304706246636,0.14112274210537037,0.14285714285714285,14
XLM/USDT,18,-0.3111851141961444,0.0,0.0,5
LPT/USDT,10,-0.313919630503951,0.6475857266325283,0.5,2
MOODENG/USDT,22,-0.3179615701847826,0.20433456248482462,0.25,4
TAO/USDT,20,-0.31837830536642914,0.1502533620179845,0.15384615384615385,13
TAO/USDT,14,-0.3190621861465772,0.058779350551977944,0.07692307692307693,13
UNI/USDT,17,-0.32082082633332293,0.0,0.0,6
RECALL/USDT,5,-0.3223921257022828,0.0,0.0,1
BNB/USDT,17,-0.32304901934980496,0.0,0.0,22
TAO/USDT,15,-0.3297425242390124,0.09565905129327455,0.038461538461538464,26
MYX/USDT,20,-0.33236663153233775,0.05326073841053835,0.09090909090909091,11
ADA/USDT,16,-0.3329084175799886,0.0,0.0,16
ALCH/USDT,18,-0.33300393279476975,0.0,0.0,8
APR/USDT,20,-0.33459578885920477,0.0,0.0,1
TRX/USDT,16,-0.3355505753470029,0.0,0.0,22
TAO/USDT,22,-0.3362296364934154,0.2196326302423293,0.18181818181818182,22
MORPHO/USDT,16,-0.33966489057884036,0.0,0.0,14
BNB/USDT,15,-0.340939271510849,0.0,0.0,7
MON/USDT,19,-0.34103712417625776,0.0,0.0,3
GRASS/USDT,18,-0.3420325091623759,0.06504996211078033,0.1,20
DOGE/USDT,14,-0.34311132544851475,0.0,0.0,24
XRP/USDT,14,-0.34316031085720977,0.0,0.0,13
MOODENG/USDT,13,-0.34436895262907635,0.0,0.0,3
WLD/USDT,14,-0.3443763868681416,0.0,0.0,25
ZRO/USDT,1,-0.3449051451666553,0.006017857140986555,0.16666666666666666,6
SUI/USDT,15,-0.3469168171398825,0.0,0.0,7
PEPE/USDT,19,-0.35041057155545735,0.0,0.0,22
LTC/USDT,14,-0.35324198415997826,0.0,0.0,3
ASTER/USDT,14,-0.3539196477493227,0.0,0.0,12
XLM/USDT,14,-0.3561487954334642,0.0,0.0,21
HYPE/USDT,20,-0.3580100039295349,0.0,0.0,18
ALCH/USDT,17,-0.36141575149308797,0.0,0.0,5
WLD/USDT,13,-0.36185646501918506,0.0,0.0,10
SUI/USDT,14,-0.36317719405420684,0.0,0.0,17
BGB/USDT,18,-0.36348693032227186,0.0,0.0,21
LPT/USDT,17,-0.364499648386259,0.0,0.0,7
MON/USDT,17,-0.3655453398592005,0.0,0.0,3
PENGU/USDT,14,-0.36648773964601916,0.0,0.0,24
AVAX/USDT,16,-0.36683660146396735,0.0,0.0,4
PENGU/USDT,15,-0.3733484238190679,0.0,0.0,20
TRX/USDT,20,-0.3738706116121765,0.0,0.0,8
ZEC/USDT,15,-0.3748817327326296,0.0,0.0,15
WLD/USDT,15,-0.37568208327900887,0.03614050007425938,0.09090909090909091,22
PENGU/USDT,16,-0.3767459720370641,0.0,0.0,18
ETH/USDT,16,-0.37834984361198687,0.0,0.0,16
TAO/USDT,16,-0.3790992818700494,0.005346116162200273,0.05,20
ETH/USDT,14,-0.3797080150719887,0.0,0.0,4
ALCH/USDT,15,-0.37980112457465753,0.0,0.0,6
LPT/USDT,18,-0.3798898369119669,0.0,0.0,11
LPT/USDT,15,-0.38081149700296996,0.025780229606098267,0.08333333333333333,24
LINK/USDT,16,-0.38145192948569634,0.0,0.0,21
ADA/USDT,14,-0.38274555418597933,0.0,0.0,20
PEPE/USDT,18,-0.384520434548866,0.0,0.0,23
BCH/USDT,19,-0.38548089821238296,0.0,0.0,20
GRASS/USDT,16,-0.3861760159173115,0.023976129681544566,0.1111111111111111,9
SOL/USDT,14,-0.38790569211597337,0.0,0.0,16
ZRO/USDT,17,-0.3881345161662092,0.0,0.0,9
ETH/USDT,18,-0.3886700871930232,0.04584513818914918,0.043478260869565216,23
ASTER/USDT,16,-0.38962944842692687,0.0,0.0,19
ASTER/USDT,15,-0.39208003423896864,0.0,0.0,8
LPT/USDT,16,-0.39296044189010504,0.011789523093869157,0.06666666666666667,15
UNI/USDT,16,-0.3940944256486748,0.0,0.0,23
XRP/USDT,16,-0.39491486002344545,0.0,0.0,15
LINK/USDT,14,-0.3964770194399887,0.0,0.0,4
XLM/USDT,16,-0.3972355133226194,0.0,0.0,23
ASTER/USDT,21,-0.39816327810094176,0.0,0.0,21
ASTER/USDT,18,-0.39833482959463257,0.0,0.0,3
HYPE/USDT,15,-0.4016564891259849,0.0,0.0,4
BNB/USDT,14,-0.40260750287953445,0.0,0.0,18
LINK/USDT,15,-0.4057071752228281,0.0,0.0,7
LTC/USDT,16,-0.4077472562215293,0.0,0.0,13
H/USDT,16,-0.4079248474716552,0.11289014885347265,0.09090909090909091,22
PEPE/USDT,15,-0.4082217690467655,0.0,0.0,24
ETH/USDT,17,-0.415547442453327,0.0,0.0,3
XRP/USDT,18,-0.41577658124637734,0.0,0.0,15
LTC/USDT,18,-0.41695223960800326,0.0,0.0,20
PEPE/USDT,17,-0.41800116362305595,0.0,0.0,21
UNI/USDT,15,-0.4185550799279949,0.0,0.0,10
UNI/USDT,14,-0.4215620262399984,0.0,0.0,3
PEPE/USDT,20,-0.4230253979131059,0.0,0.0,14
MORPHO/USDT,17,-0.4245833235557487,0.0976253603805096,0.058823529411764705,17
SUI/USDT,19,-0.4254220512137275,0.0,0.0,22
TRX/USDT,18,-0.42736559241609745,0.0,0.0,21
TRX/USDT,17,-0.4289785999164246,0.0,0.0,11
PEPE/USDT,16,-0.43003433231737676,0.0,0.0,23
GRASS/USDT,1,-0.43026214233060683,0.17913789679821462,0.09090909090909091,11
SONIC/USDT,16,-0.4303171757387951,0.0,0.0,8
TRX/USDT,23,-0.43330280166713564,0.0,0.0,1
PI/USDT,22,-0.4341901015999737,0.0791653701806157,0.14285714285714285,21
ALCH/USDT,19,-0.4363510264002935,0.0,0.0,5
USDC/USDT,21,-0.43725803841456795,0.0,0.0,11
HBAR/USDT,16,-0.4373179310195968,0.0,0.0,23
SONIC/USDT,15,-0.43801878284576024,0.0,0.0,5
USDC/USDT,20,-0.438472098592565,0.0,0.0,4
WLD/USDT,18,-0.4437440915860889,0.007623561148357674,0.05263157894736842,19
HYPE/USDT,21,-0.4453325418162127,0.0,0.0,23
DOGE/USDT,20,-0.4469327826184205,0.0,0.0,16
UNI/USDT,18,-0.4480928995279759,0.0,0.0,20
SOL/USDT,22,-0.44866484739821355,0.0,0.0,9
XRP/USDT,20,-0.4487246364044306,0.0,0.0,18
BGB/USDT,19,-0.4535435428615093,0.0,0.0,13
LINK/USDT,18,-0.4545773468904165,0.0,0.0,23
GRASS/USDT,20,-0.4567564968043411,0.0,0.0,11
SOL/USDT,17,-0.4585257090319834,0.0,0.0,12
KITE/USDT,15,-0.45862405058718964,0.0,0.0,5
HBAR/USDT,14,-0.4591153191309334,0.0,0.0,16
UNI/USDT,0,-0.4592781169599743,0.0,0.0,5
HBAR/USDT,15,-0.46099921599667104,0.0,0.0,7
BERA/USDT,0,-0.4620511370131366,0.0,0.0,9
STO/USDT,4,-0.4629278756904207,0.0,0.0,2
SONIC/USDT,17,-0.4630904838989136,0.0,0.0,20
LPT/USDT,12,-0.4663431704639752,0.0,0.0,1
XLM/USDT,17,-0.4666096417381475,0.0,0.0,7
0G/USDT,17,-0.4692034278586434,0.0,0.0,6
AVAX/USDT,18,-0.4693173056511653,0.0,0.0,15
WLD/USDT,21,-0.47068825490169064,0.0,0.0,21
HYPE/USDT,19,-0.47216003159557696,0.0101105961143676,0.041666666666666664,24
PAXG/USDT,0,-0.4763269681978401,0.0,0.0,6
MORPHO/USDT,2,-0.47787942021676616,0.06331609922655368,0.2,20
MOODENG/USDT,18,-0.47838390797361424,0.07745709869254261,0.125,16
HYPE/USDT,22,-0.47896818310125977,0.01037068813568948,0.06666666666666667,15
FF/USDT,17,-0.4796017260139777,0.0,0.0,2
MORPHO/USDT,21,-0.48073585017952947,0.0,0.0,9
ADA/USDT,21,-0.4821150866880285,0.0,0.0,1
LTC/USDT,21,-0.4842764852133234,0.0,0.0,6
BTC/USDT,22,-0.4872567151817753,0.0,0.0,19
UNI/USDT,20,-0.4908724632945247,0.0,0.0,22
0G/USDT,23,-0.4922473467771252,0.0,0.0,14
MORPHO/USDT,22,-0.49471826687997394,0.0,0.0,1
MON/USDT,23,-0.49617224558876993,0.008391224321294714,0.2,5
ZEC/USDT,16,-0.4984034215779011,0.0,0.0,20
HBAR/USDT,21,-0.49897629263996396,0.0,0.0,1
WLD/USDT,17,-0.4994654174011205,0.0,0.0,7
BNB/USDT,16,-0.5002762939389835,0.0,0.0,24
RECALL/USDT,23,-0.5122465271634903,0.0,0.0,3
LTC/USDT,20,-0.5132531909417908,0.0,0.0,22
LINK/USDT,21,-0.5145675602759545,0.0,0.0,20
TAO/USDT,21,-0.5146889436009155,0.0,0.0,12
LTC/USDT,19,-0.5151158174911625,0.0,0.0,25
KITE/USDT,23,-0.5157150699383278,0.0,0.0,2
SONIC/USDT,14,-0.5173692090463818,0.0,0.0,3
BERA/USDT,15,-0.5185894341503934,0.0,0.0,1
PEPE/USDT,14,-0.5185940431066871,0.0,0.0,24
HOME/USDT,11,-0.5217195182477896,0.8007824520405815,0.375,8
DOGE/USDT,23,-0.522142159369585,0.0,0.0,2
ASTER/USDT,19,-0.5223246607559756,0.0,0.0,12
HBAR/USDT,20,-0.5242672454051887,0.0,0.0,23
AVAX/USDT,0,-0.524500197687997,0.0,0.0,7
SOL/USDT,16,-0.5255673464163786,0.0,0.0,19
H/USDT,21,-0.5268638574445368,0.11160635030520627,0.04,25
BCH/USDT,22,-0.5278496839594087,0.0,0.0,14
BCH/USDT,23,-0.5287435843019708,0.0,0.0,8
XRP/USDT,19,-0.5294024816764625,0.0,0.0,25
ZRO/USDT,3,-0.5334860635999872,0.0,0.0,1
WLD/USDT,16,-0.5342334937544114,0.0,0.0,23
ETH/USDT,21,-0.5343729471167603,0.0,0.0,5
AIO/USDT,1,-0.5343808179071925,0.0,0.0,1
XLM/USDT,19,-0.5356277256348916,0.0,0.0,23
BCH/USDT,2,-0.5360577053188252,0.0,0.0,7
MON/USDT,20,-0.545434992220649,0.0045987209583626286,0.0625,16
BCH/USDT,1,-0.5461263874952487,0.0,0.0,11
LPT/USDT,14,-0.5469505251060583,0.0,0.0,23
ETH/USDT,19,-0.5479501322030299,0.0,0.0,26
BNB/USDT,22,-0.5481529054462949,0.0,0.0,19
BCH/USDT,20,-0.549371268856583,0.0,0.0,13
UNI/USDT,19,-0.5514764723708699,0.0,0.0,22
ZEC/USDT,17,-0.5519023869683765,0.0,0.0,10
BGB/USDT,3,-0.5523086822129639,0.0,0.0,16
PENGU/USDT,0,-0.5526763111740194,0.0,0.0,2
0G/USDT,16,-0.5558375538495779,0.0,0.0,10
WLD/USDT,0,-0.5559406436479855,0.0,0.0,4
ADA/USDT,20,-0.5571195463429806,0.0,0.0,16
SONIC/USDT,1,-0.55912422889837,0.09013732386158185,0.3333333333333333,3
HBAR/USDT,19,-0.5604004240901309,0.0,0.0,10
DOGE/USDT,19,-0.5606130416943182,0.0,0.0,13
ZEC/USDT,1,-0.5614745337960311,0.0,0.0,27
ZEC/USDT,19,-0.5625234914816764,0.19962293246687096,0.045454545454545456,22
LINK/USDT,19,-0.5632277825535766,0.0,0.0,25
BCH/USDT,12,-0.56657473726851,0.033030538219731634,0.14285714285714285,7
FF/USDT,18,-0.5667429636829479,0.0,0.0,3
ADA/USDT,19,-0.5679424494971159,0.0,0.0,7
BNB/USDT,18,-0.5688390147133683,0.0,0.0,23
MOODENG/USDT,17,-0.5689743261025032,0.0,0.0,6
LINK/USDT,20,-0.5706425806590186,0.0,0.0,21
GRASS/USDT,19,-0.5730342146390671,0.025636476174164837,0.05263157894736842,19
HOME/USDT,21,-0.5736161799819648,0.30360322746046026,0.26666666666666666,15
RECALL/USDT,1,-0.5749738546943695,0.5281147573603829,0.5,2
XLM/USDT,20,-0.575186999897968,0.0,0.0,16
BCH/USDT,3,-0.5753852209162512,0.0,0.0,13
SOL/USDT,23,-0.5766426372719404,0.0,0.0,1
AVAX/USDT,20,-0.5770398883303601,0.0,0.0,20
ASTER/USDT,20,-0.5784886601713571,0.0,0.0,24
0G/USDT,0,-0.5810549399970925,0.018935897920851846,0.08,25
ZRO/USDT,10,-0.5815081941140917,0.12901772527091665,0.18181818181818182,11
MYX/USDT,4,-0.5831913282239707,0.0,0.0,2
AVAX/USDT,21,-0.5894208572223715,0.0,0.0,5
ALCH/USDT,22,-0.5942680326251293,0.0,0.0,4
ALCH/USDT,20,-0.5967755193497357,0.0,0.0,4
PAXG/USDT,2,-0.5979371683739187,0.0,0.0,4
AVAX/USDT,1,-0.5981648920465271,0.0,0.0,11
PENGU/USDT,17,-0.5992130248484162,0.0,0.0,2
XLM/USDT,13,-0.6023351380756963,0.0,0.0,3
AAVE/USDT,21,-0.6062616750399541,0.0,0.0,9
BNB/USDT,21,-0.6083959342810976,0.0,0.0,7
DOGE/USDT,22,-0.6106897567947485,0.0,0.0,4
PENGU/USDT,21,-0.614032343941505,0.0,0.0,13
BNB/USDT,23,-0.6161940815732939,0.0,0.0,3
LINK/USDT,0,-0.6162963333599627,0.0,0.0,4
VELVET/USDT,21,-0.6163636969329837,0.0,0.0,7
HOME/USDT,20,-0.6177560767904323,0.0,0.0,18
BTC/USDT,18,-0.6177909238740912,0.0,0.0,24
SUI/USDT,22,-0.620518907658193,0.0,0.0,18
BNB/USDT,20,-0.6210354015959649,0.0,0.0,20
MON/USDT,21,-0.6212025652298635,0.0,0.0,3
WLD/USDT,19,-0.6255011283353064,0.0,0.0,24
BTC/USDT,23,-0.626728859633055,0.0,0.0,6
PAXG/USDT,1,-0.6273825794607585,0.0,0.0,3
AVAX/USDT,22,-0.6284442126004359,0.0,0.0,17
AIO/USDT,0,-0.6294915052703829,0.0,0.0,1
BTC/USDT,0,-0.6299959862655976,0.0,0.0,3
TRX/USDT,1,-0.6312854234832386,0.0,0.0,21
PI/USDT,4,-0.6354667234355875,0.1776727098765917,0.18181818181818182,11
SOL/USDT,18,-0.6355786664363595,0.0,0.0,21
ZEC/USDT,2,-0.6366980338228561,0.0,0.0,26
TAO/USDT,17,-0.6369524237514588,0.11041685107081994,0.045454545454545456,22
PI/USDT,3,-0.6377700357347582,0.18022940103349758,0.2,20
ETH/USDT,20,-0.6389389702131899,0.0,0.0,23
TRX/USDT,0,-0.6415834512308161,0.0,0.0,21
RECALL/USDT,0,-0.6424609994261709,0.23284560364119483,0.14285714285714285,7
H/USDT,3,-0.6432635606183601,0.4592214742834375,0.2,10
BCH/USDT,0,-0.6433604835679706,0.0,0.0,6
BERA/USDT,3,-0.6448682189791639,0.0,0.0,4
LTC/USDT,2,-0.6471375995199794,0.0,0.0,4
AVAX/USDT,19,-0.6491287543558012,0.0,0.0,25
BTC/USDT,19,-0.6501486299148821,0.0,0.0,26
BGB/USDT,4,-0.6534439997679122,0.0,0.0,5
AAVE/USDT,20,-0.6615568916938721,0.0,0.0,23
RECALL/USDT,22,-0.6688790572175651,0.0,0.0,1
SUI/USDT,20,-0.6706388970625862,0.0,0.0,12
UNI/USDT,21,-0.6728730599708622,0.0,0.0,11
ALCH/USDT,21,-0.6745265819136392,0.0,0.0,1
AAVE/USDT,18,-0.6757057265599714,0.0,0.0,7
TRX/USDT,19,-0.6766494622009631,0.0,0.0,17
HBAR/USDT,0,-0.6784395265708428,0.0,0.0,10
WLD/USDT,1,-0.6794904436799557,0.0,0.0,5
