leverage_bucket,trade_count,winrate,expectancy,profit_factor,avg_win,avg_loss,avg_duration,trades,avg_pnl
,7567,0.03145235892691952,-0.7910955312347183,0.05039759405233442,1.334884547979499,-0.860134043835753,,7567,-0.7910955312347183
