t,hour_of_day,weekday,date,pnl
2026-03-07 19:30:58.460000+00:00,19,Saturday,2026-03-07,-0.661324578439932
2026-03-07 19:31:06.070000+00:00,19,Saturday,2026-03-07,-0.3276071518184304
2026-03-07 19:30:56.837000+00:00,19,Saturday,2026-03-07,-0.19109110166399185
2026-03-07 19:31:10.982000+00:00,19,Saturday,2026-03-07,-0.23028067560961984
2026-03-07 19:30:19.644000+00:00,19,Saturday,2026-03-07,-0.1435939184783152
2026-03-07 19:30:19.644000+00:00,19,Saturday,2026-03-07,-0.16978770943996027
2026-03-07 19:31:18.095000+00:00,19,Saturday,2026-03-07,-0.6566036512215432
2026-03-07 19:31:25.438000+00:00,19,Saturday,2026-03-07,-0.6490106092799497
2026-03-07 19:29:25.234000+00:00,19,Saturday,2026-03-07,-0.664148953520006
2026-03-07 19:31:26.034000+00:00,19,Saturday,2026-03-07,-0.7793994291599925
2026-03-07 19:31:26.034000+00:00,19,Saturday,2026-03-07,-0.7473076543427289
2026-03-07 19:29:34.458000+00:00,19,Saturday,2026-03-07,0.11574188458802342
2026-03-07 19:29:40.957000+00:00,19,Saturday,2026-03-07,-0.3640024726463547
2026-03-07 19:29:57.058000+00:00,19,Saturday,2026-03-07,-0.44950381665598027
2026-03-07 19:31:59.271000+00:00,19,Saturday,2026-03-07,-0.7171058556639752
2026-03-07 19:30:13.097000+00:00,19,Saturday,2026-03-07,-0.18843025999998556
2026-03-07 19:29:17.584000+00:00,19,Saturday,2026-03-07,-1.2365987664159268
2026-03-07 19:32:24.060000+00:00,19,Saturday,2026-03-07,-0.8915111587839984
2026-03-07 19:31:54.081000+00:00,19,Saturday,2026-03-07,-0.2668630357439858
2026-03-07 19:32:24.605000+00:00,19,Saturday,2026-03-07,-0.5374473062927191
2026-03-07 19:30:41.004000+00:00,19,Saturday,2026-03-07,-0.42857999999994356
2026-03-07 19:31:26.034000+00:00,19,Saturday,2026-03-07,-1.1644476794399425
2026-03-07 19:32:14.134000+00:00,19,Saturday,2026-03-07,-0.8753036777599923
2026-03-07 19:32:24.605000+00:00,19,Saturday,2026-03-07,-1.232129540487956
2026-03-07 19:32:26.768000+00:00,19,Saturday,2026-03-07,-1.0201722912000382
2026-03-07 19:32:24.060000+00:00,19,Saturday,2026-03-07,-0.9822728177063789
2026-03-07 19:32:38.738000+00:00,19,Saturday,2026-03-07,-0.45493554489517685
2026-03-07 19:32:57.861000+00:00,19,Saturday,2026-03-07,-0.365659089407958
2026-03-07 19:32:59.501000+00:00,19,Saturday,2026-03-07,-0.7590891454343669
2026-03-07 19:32:24.060000+00:00,19,Saturday,2026-03-07,-2.9312062829950856
2026-03-07 19:33:42.165000+00:00,19,Saturday,2026-03-07,-0.5110528751328112
2026-03-07 19:34:00.226000+00:00,19,Saturday,2026-03-07,-0.6189591673999464
2026-03-07 19:33:28.194000+00:00,19,Saturday,2026-03-07,-0.3682836335999762
2026-03-07 19:33:32.032000+00:00,19,Saturday,2026-03-07,-1.262588429805987
2026-03-07 19:32:07.723000+00:00,19,Saturday,2026-03-07,-0.27665639999999553
2026-03-07 19:32:24.060000+00:00,19,Saturday,2026-03-07,-0.49489922457600133
2026-03-07 19:33:27.645000+00:00,19,Saturday,2026-03-07,-0.389890790015997
2026-03-07 19:34:04.058000+00:00,19,Saturday,2026-03-07,-0.6669366745599721
2026-03-07 19:34:14.998000+00:00,19,Saturday,2026-03-07,-0.654886223999998
2026-03-07 19:32:24.060000+00:00,19,Saturday,2026-03-07,-0.7009789608799972
2026-03-07 19:34:30.782000+00:00,19,Saturday,2026-03-07,-0.5254390871999781
2026-03-07 19:32:33.793000+00:00,19,Saturday,2026-03-07,-0.3773249675999875
2026-03-07 19:34:30.782000+00:00,19,Saturday,2026-03-07,-0.5290979834567788
2026-03-07 19:34:31.338000+00:00,19,Saturday,2026-03-07,-0.7401642431999114
2026-03-07 19:34:31.338000+00:00,19,Saturday,2026-03-07,-0.8688047070622683
2026-03-07 19:34:31.338000+00:00,19,Saturday,2026-03-07,-0.48410561267196855
2026-03-07 19:32:42.512000+00:00,19,Saturday,2026-03-07,-0.44670327129677523
2026-03-07 19:33:56.482000+00:00,19,Saturday,2026-03-07,-0.7429460822399909
2026-03-07 19:34:39.487000+00:00,19,Saturday,2026-03-07,-0.4739382020999164
2026-03-07 19:32:57.861000+00:00,19,Saturday,2026-03-07,-0.6288088172080016
2026-03-07 19:32:59.501000+00:00,19,Saturday,2026-03-07,-0.6577832284800402
2026-03-07 19:34:57.750000+00:00,19,Saturday,2026-03-07,-0.32978006294958023
2026-03-07 19:34:58.902000+00:00,19,Saturday,2026-03-07,-0.36543059327995664
2026-03-07 19:33:06.743000+00:00,19,Saturday,2026-03-07,-0.1428499898752123
2026-03-07 19:33:18.744000+00:00,19,Saturday,2026-03-07,-0.495375755155112
2026-03-07 19:33:20.357000+00:00,19,Saturday,2026-03-07,-0.13059841235030445
2026-03-07 19:33:28.194000+00:00,19,Saturday,2026-03-07,-0.8910653872799138
2026-03-07 19:35:00.546000+00:00,19,Saturday,2026-03-07,-1.462767669432747
2026-03-07 19:36:04.699000+00:00,19,Saturday,2026-03-07,-0.6685279868799474
2026-03-07 19:36:21.900000+00:00,19,Saturday,2026-03-07,-0.6576659201999604
2026-03-07 19:35:32.626000+00:00,19,Saturday,2026-03-07,-1.7315191540571273
2026-03-07 19:36:00.816000+00:00,19,Saturday,2026-03-07,-1.2210922915839755
2026-03-07 19:36:11.755000+00:00,19,Saturday,2026-03-07,-0.4057046497200007
2026-03-07 19:36:00.816000+00:00,19,Saturday,2026-03-07,-1.0036255014480129
2026-03-07 19:35:13.127000+00:00,19,Saturday,2026-03-07,-0.9116915190431489
2026-03-07 19:36:59.468000+00:00,19,Saturday,2026-03-07,-0.3653326663679638
2026-03-07 19:37:17.627000+00:00,19,Saturday,2026-03-07,-0.44856340130156747
2026-03-07 19:35:31.533000+00:00,19,Saturday,2026-03-07,-0.5338959808159804
2026-03-07 19:35:32.070000+00:00,19,Saturday,2026-03-07,-0.9110724729279207
2026-03-07 19:35:32.070000+00:00,19,Saturday,2026-03-07,-0.790427843295977
2026-03-07 19:35:57.038000+00:00,19,Saturday,2026-03-07,-0.7978166846720214
2026-03-07 19:38:05.485000+00:00,19,Saturday,2026-03-07,-0.655151442720032
2026-03-07 19:38:21.111000+00:00,19,Saturday,2026-03-07,-0.4602979071591877
2026-03-07 19:38:21.656000+00:00,19,Saturday,2026-03-07,-0.3590299458784507
2026-03-07 19:35:42.880000+00:00,19,Saturday,2026-03-07,-0.5746278981967372
2026-03-07 19:35:44.487000+00:00,19,Saturday,2026-03-07,-0.7151362238592152
2026-03-07 19:38:04.393000+00:00,19,Saturday,2026-03-07,-0.5014477910159941
2026-03-07 19:37:51.705000+00:00,19,Saturday,2026-03-07,-1.6512691265615125
2026-03-07 19:35:59.738000+00:00,19,Saturday,2026-03-07,-0.6718975977999517
2026-03-07 19:36:00.816000+00:00,19,Saturday,2026-03-07,-0.7876270429999055
2026-03-07 19:36:33.677000+00:00,19,Saturday,2026-03-07,-0.3635129045231465
2026-03-07 19:38:32.697000+00:00,19,Saturday,2026-03-07,-0.49149041099202123
2026-03-07 19:36:40.406000+00:00,19,Saturday,2026-03-07,-0.11142055973759099
2026-03-07 19:36:15.673000+00:00,19,Saturday,2026-03-07,-0.583181432640007
2026-03-07 19:36:20.781000+00:00,19,Saturday,2026-03-07,-0.5751480256512562
2026-03-07 19:38:33.233000+00:00,19,Saturday,2026-03-07,-0.4824277513199093
2026-03-07 19:36:30.310000+00:00,19,Saturday,2026-03-07,-0.4044247798399022
2026-03-07 19:36:31.427000+00:00,19,Saturday,2026-03-07,-0.1275629563679453
2026-03-07 19:36:31.427000+00:00,19,Saturday,2026-03-07,-0.2595513975224124
2026-03-07 19:36:32.024000+00:00,19,Saturday,2026-03-07,-0.25585995679998386
2026-03-07 19:36:32.024000+00:00,19,Saturday,2026-03-07,-0.3096268706959523
2026-03-07 19:38:33.233000+00:00,19,Saturday,2026-03-07,-0.657647558903898
2026-03-07 19:38:33.233000+00:00,19,Saturday,2026-03-07,-0.7046402357999089
2026-03-07 19:39:02.585000+00:00,19,Saturday,2026-03-07,-0.365169454847994
2026-03-07 19:39:24.245000+00:00,19,Saturday,2026-03-07,-0.48233007803198463
2026-03-07 19:39:38.131000+00:00,19,Saturday,2026-03-07,-0.5095932887519878
2026-03-07 19:39:38.131000+00:00,19,Saturday,2026-03-07,-0.5275472359999572
2026-03-07 19:38:01.576000+00:00,19,Saturday,2026-03-07,-0.6402872935599028
2026-03-07 19:39:52.512000+00:00,19,Saturday,2026-03-07,-0.5119738199999463
2026-03-07 19:38:09.795000+00:00,19,Saturday,2026-03-07,-0.7351798653864086
2026-03-07 19:38:22.749000+00:00,19,Saturday,2026-03-07,-1.5425069344127407
2026-03-07 19:40:36.333000+00:00,19,Saturday,2026-03-07,-0.6572786328640279
2026-03-07 19:38:44.497000+00:00,19,Saturday,2026-03-07,-0.47447254545594963
2026-03-07 19:38:46.652000+00:00,19,Saturday,2026-03-07,-0.20146187646718078
2026-03-07 19:39:02.585000+00:00,19,Saturday,2026-03-07,-0.4793417919999462
2026-03-07 19:39:15.452000+00:00,19,Saturday,2026-03-07,-0.37977344732151774
2026-03-07 19:39:38.131000+00:00,19,Saturday,2026-03-07,-0.3232927763199231
2026-03-07 19:39:38.131000+00:00,19,Saturday,2026-03-07,-0.30878940351989714
2026-03-07 19:39:38.131000+00:00,19,Saturday,2026-03-07,-0.34242305680001317
2026-03-07 19:39:55.759000+00:00,19,Saturday,2026-03-07,-0.25234701287275957
2026-03-07 19:40:22.357000+00:00,19,Saturday,2026-03-07,-0.12294567999886419
2026-03-07 19:40:28.885000+00:00,19,Saturday,2026-03-07,-0.26702650620787594
2026-03-07 19:40:28.885000+00:00,19,Saturday,2026-03-07,-0.38904208790393746
2026-03-07 19:39:01.928000+00:00,19,Saturday,2026-03-07,-0.7777201954800211
2026-03-07 19:39:57.405000+00:00,19,Saturday,2026-03-07,-1.3529852416079475
2026-03-07 19:40:36.333000+00:00,19,Saturday,2026-03-07,-0.39766493330391534
2026-03-07 19:41:03.851000+00:00,19,Saturday,2026-03-07,-0.36501440390396
2026-03-07 19:41:11.640000+00:00,19,Saturday,2026-03-07,-0.7340809418208245
2026-03-07 19:39:55.759000+00:00,19,Saturday,2026-03-07,-0.42542380854398504
2026-03-07 19:41:25.250000+00:00,19,Saturday,2026-03-07,-0.4929703654519549
2026-03-07 19:41:44.888000+00:00,19,Saturday,2026-03-07,-0.5095932887519878
2026-03-07 19:41:44.888000+00:00,19,Saturday,2026-03-07,-0.5854080359999567
2026-03-07 19:41:53.292000+00:00,19,Saturday,2026-03-07,-0.8680390206177742
2026-03-07 19:41:46.004000+00:00,19,Saturday,2026-03-07,-0.7284817016566816
2026-03-07 19:41:57.284000+00:00,19,Saturday,2026-03-07,-0.9149424140000025
2026-03-07 19:40:36.333000+00:00,19,Saturday,2026-03-07,-0.5233990562400044
2026-03-07 19:40:36.333000+00:00,19,Saturday,2026-03-07,-0.9999523077999477
2026-03-07 19:41:57.284000+00:00,19,Saturday,2026-03-07,-0.6852607039295471
2026-03-07 19:40:59.749000+00:00,19,Saturday,2026-03-07,-0.003656752286372078
2026-03-07 19:43:26.118000+00:00,19,Saturday,2026-03-07,-0.5057776074287834
2026-03-07 19:41:03.113000+00:00,19,Saturday,2026-03-07,-1.3259724579599113
2026-03-07 19:41:24.658000+00:00,19,Saturday,2026-03-07,-0.4843136730119859
2026-03-07 19:43:54.004000+00:00,19,Saturday,2026-03-07,-0.7822297175805926
2026-03-07 19:43:58.298000+00:00,19,Saturday,2026-03-07,-0.7176492140159482
2026-03-07 19:43:40.666000+00:00,19,Saturday,2026-03-07,-0.5749862382000193
2026-03-07 19:43:45.730000+00:00,19,Saturday,2026-03-07,-0.40767534827194557
2026-03-07 19:41:57.284000+00:00,19,Saturday,2026-03-07,-0.38206398873601494
2026-03-07 19:43:58.298000+00:00,19,Saturday,2026-03-07,-0.11269579378957997
2026-03-07 19:41:57.284000+00:00,19,Saturday,2026-03-07,-0.779490467520003
2026-03-07 19:41:57.284000+00:00,19,Saturday,2026-03-07,-0.5850212666399202
2026-03-07 19:41:57.284000+00:00,19,Saturday,2026-03-07,-0.3863922620799395
2026-03-07 19:41:57.284000+00:00,19,Saturday,2026-03-07,-0.3955256305880039
2026-03-07 19:42:04.075000+00:00,19,Saturday,2026-03-07,-0.44515092273595613
2026-03-07 19:43:04.767000+00:00,19,Saturday,2026-03-07,-0.41580031763198344
2026-03-07 19:42:23.353000+00:00,19,Saturday,2026-03-07,-0.046592038795635976
2026-03-07 19:43:45.730000+00:00,19,Saturday,2026-03-07,-0.41152981511993914
2026-03-07 19:42:29.370000+00:00,19,Saturday,2026-03-07,-0.6506860775399262
2026-03-07 19:42:29.944000+00:00,19,Saturday,2026-03-07,-0.7198484892480017
2026-03-07 19:44:26.105000+00:00,19,Saturday,2026-03-07,-0.360876867401657
2026-03-07 19:43:38.070000+00:00,19,Saturday,2026-03-07,-0.3663155456399477
2026-03-07 19:44:41.890000+00:00,19,Saturday,2026-03-07,-0.6753578704111565
2026-03-07 19:42:43.489000+00:00,19,Saturday,2026-03-07,-0.4424601404959287
2026-03-07 19:44:43.526000+00:00,19,Saturday,2026-03-07,-0.3400940449439954
2026-03-07 19:44:58.764000+00:00,19,Saturday,2026-03-07,-0.6499830779199824
2026-03-07 19:44:58.764000+00:00,19,Saturday,2026-03-07,-0.4867947475567658
2026-03-07 19:44:58.764000+00:00,19,Saturday,2026-03-07,-0.5867512479199212
2026-03-07 19:45:05.776000+00:00,19,Saturday,2026-03-07,-0.5243822926079268
2026-03-07 19:45:24.817000+00:00,19,Saturday,2026-03-07,-0.3406255473391302
2026-03-07 19:43:46.822000+00:00,19,Saturday,2026-03-07,-0.4635230744144192
2026-03-07 19:45:27.013000+00:00,19,Saturday,2026-03-07,-0.7143468515423528
2026-03-07 19:45:30.976000+00:00,19,Saturday,2026-03-07,-0.6502525469400336
2026-03-07 19:45:41.528000+00:00,19,Saturday,2026-03-07,-0.7093987195999506
2026-03-07 19:45:46.438000+00:00,19,Saturday,2026-03-07,-0.5271528081599725
2026-03-07 19:44:14.722000+00:00,19,Saturday,2026-03-07,-0.7532456793919432
2026-03-07 19:46:01.419000+00:00,19,Saturday,2026-03-07,-0.9552856310110825
2026-03-07 19:44:43.526000+00:00,19,Saturday,2026-03-07,-0.4643722729055546
2026-03-07 19:45:05.776000+00:00,19,Saturday,2026-03-07,-0.6640062141759805
2026-03-07 19:46:26.956000+00:00,19,Saturday,2026-03-07,-0.4351573488240197
2026-03-07 19:44:58.764000+00:00,19,Saturday,2026-03-07,-0.45185800911997875
2026-03-07 19:45:45.886000+00:00,19,Saturday,2026-03-07,-0.4857331248000065
2026-03-07 19:46:01.419000+00:00,19,Saturday,2026-03-07,-0.19704398390064104
2026-03-07 19:46:09.299000+00:00,19,Saturday,2026-03-07,-0.3115871732159672
2026-03-07 19:47:16.900000+00:00,19,Saturday,2026-03-07,-0.2096925828799302
2026-03-07 19:47:29.740000+00:00,19,Saturday,2026-03-07,-0.3582798885599849
2026-03-07 19:46:01.419000+00:00,19,Saturday,2026-03-07,-0.6016330050559859
2026-03-07 19:47:02.741000+00:00,19,Saturday,2026-03-07,-0.37272080951993186
2026-03-07 19:47:25.433000+00:00,19,Saturday,2026-03-07,-0.18652152199292293
2026-03-07 19:47:27.617000+00:00,19,Saturday,2026-03-07,-0.27667167079196237
2026-03-07 19:47:34.027000+00:00,19,Saturday,2026-03-07,-0.17078075575680224
2026-03-07 19:47:43.985000+00:00,19,Saturday,2026-03-07,-0.21471410495353582
2026-03-07 19:45:46.438000+00:00,19,Saturday,2026-03-07,-0.3410191339807911
2026-03-07 19:47:43.985000+00:00,19,Saturday,2026-03-07,-0.3585491875680091
2026-03-07 19:45:38.780000+00:00,19,Saturday,2026-03-07,-0.49162778068800667
2026-03-07 19:46:42.598000+00:00,19,Saturday,2026-03-07,-0.4555560925192875
2026-03-07 19:47:44.589000+00:00,19,Saturday,2026-03-07,-0.6800665828319585
2026-03-07 19:47:47.399000+00:00,19,Saturday,2026-03-07,-0.6658424175839767
2026-03-07 19:47:43.985000+00:00,19,Saturday,2026-03-07,-0.1669530154431335
2026-03-07 19:47:47.399000+00:00,19,Saturday,2026-03-07,-0.5262653455199553
2026-03-07 19:48:00.253000+00:00,19,Saturday,2026-03-07,-0.702186962639987
2026-03-07 19:40:08.184000+00:00,19,Saturday,2026-03-07,-0.030193406639969
2026-03-07 19:48:02.458000+00:00,19,Saturday,2026-03-07,-0.4130339399999836
2026-03-07 19:48:04.715000+00:00,19,Saturday,2026-03-07,-0.7636799020959462
2026-03-07 19:45:47.570000+00:00,19,Saturday,2026-03-07,0.2864649332571182
2026-03-07 19:48:06.865000+00:00,19,Saturday,2026-03-07,-0.23297506857501468
2026-03-07 19:48:14.736000+00:00,19,Saturday,2026-03-07,-0.7267655974800233
2026-03-07 19:48:16.942000+00:00,19,Saturday,2026-03-07,-0.737495054800013
2026-03-07 19:48:20.202000+00:00,19,Saturday,2026-03-07,-0.5101331108543713
2026-03-07 19:48:27.870000+00:00,19,Saturday,2026-03-07,-0.8057309902719121
2026-03-07 19:48:44.896000+00:00,19,Saturday,2026-03-07,-0.49583013730394376
2026-03-07 19:48:45.467000+00:00,19,Saturday,2026-03-07,-0.743121483699138
2026-03-07 19:49:03.392000+00:00,19,Saturday,2026-03-07,-0.7458368104799356
2026-03-07 19:49:17.768000+00:00,19,Saturday,2026-03-07,-0.6778072418399993
2026-03-07 19:49:26.066000+00:00,19,Saturday,2026-03-07,-0.444012832659605
2026-03-07 19:49:28.298000+00:00,19,Saturday,2026-03-07,-0.5032390648383388
2026-03-07 19:49:30.485000+00:00,19,Saturday,2026-03-07,-0.35758236332635196
2026-03-07 19:49:34.350000+00:00,19,Saturday,2026-03-07,-0.5324509123199713
2026-03-07 19:49:34.890000+00:00,19,Saturday,2026-03-07,-0.259546392127976
2026-03-07 19:49:49.018000+00:00,19,Saturday,2026-03-07,-0.273571319999976
2026-03-07 19:49:49.564000+00:00,19,Saturday,2026-03-07,-0.4705704343920032
2026-03-07 19:49:49.564000+00:00,19,Saturday,2026-03-07,-0.4674184759199736
2026-03-07 19:49:49.564000+00:00,19,Saturday,2026-03-07,-0.9471742762559183
2026-03-07 19:49:49.564000+00:00,19,Saturday,2026-03-07,-0.5781095831120129
2026-03-07 19:49:49.564000+00:00,19,Saturday,2026-03-07,-0.37315696017597655
2026-03-07 19:50:01.180000+00:00,19,Saturday,2026-03-07,-0.7005072440799305
2026-03-07 19:50:03.724000+00:00,19,Saturday,2026-03-07,-1.257351227801545
2026-03-07 19:50:05.398000+00:00,19,Saturday,2026-03-07,-0.6986947788799918
2026-03-07 19:50:07.653000+00:00,19,Saturday,2026-03-07,-0.7333708186979426
2026-03-07 19:50:15.378000+00:00,19,Saturday,2026-03-07,-1.0285009198078785
2026-03-07 19:50:17.669000+00:00,19,Saturday,2026-03-07,-1.0398055701598699
2026-03-07 19:50:21.012000+00:00,19,Saturday,2026-03-07,-0.7205364464399318
2026-03-07 19:50:45.635000+00:00,19,Saturday,2026-03-07,-0.7000160746079156
2026-03-07 19:50:46.186000+00:00,19,Saturday,2026-03-07,-1.1536345384446824
2026-03-07 19:51:04.321000+00:00,19,Saturday,2026-03-07,-0.7307755331999335
2026-03-07 19:51:18.539000+00:00,19,Saturday,2026-03-07,-0.7232276087199352
2026-03-07 19:51:31.281000+00:00,19,Saturday,2026-03-07,-0.35879441287679625
2026-03-07 19:51:35.335000+00:00,19,Saturday,2026-03-07,-0.4607461209599994
2026-03-07 19:51:50.381000+00:00,19,Saturday,2026-03-07,-1.0313503992479984
2026-03-07 19:51:44.196000+00:00,19,Saturday,2026-03-07,-1.3367846289503682
2026-03-07 19:50:28.648000+00:00,19,Saturday,2026-03-07,-0.7033785457606601
2026-03-07 19:52:02.123000+00:00,19,Saturday,2026-03-07,-0.7008302668799788
2026-03-07 19:52:04.582000+00:00,19,Saturday,2026-03-07,-0.7033188345311352
2026-03-07 19:52:08.571000+00:00,19,Saturday,2026-03-07,-0.7327085539531788
2026-03-07 19:52:12.584000+00:00,19,Saturday,2026-03-07,-0.6767293657599454
2026-03-07 19:52:16.516000+00:00,19,Saturday,2026-03-07,-0.7276030765919496
2026-03-07 19:52:18.305000+00:00,19,Saturday,2026-03-07,-0.7296073909599585
2026-03-07 19:52:21.699000+00:00,19,Saturday,2026-03-07,-0.5101741177488193
2026-03-07 19:52:26.014000+00:00,19,Saturday,2026-03-07,-0.35323726463519745
2026-03-07 19:52:46.294000+00:00,19,Saturday,2026-03-07,-0.5091917204079321
2026-03-07 19:51:50.381000+00:00,19,Saturday,2026-03-07,-0.35120384111998365
2026-03-07 19:51:50.381000+00:00,19,Saturday,2026-03-07,-0.25627862894398956
2026-03-07 19:52:46.839000+00:00,19,Saturday,2026-03-07,-0.84770975009763
2026-03-07 19:52:53.338000+00:00,19,Saturday,2026-03-07,-0.5840266836479322
2026-03-07 19:51:32.943000+00:00,19,Saturday,2026-03-07,-1.040049527492768
2026-03-07 19:53:05.417000+00:00,19,Saturday,2026-03-07,-0.6646843228960035
2026-03-07 19:53:19.577000+00:00,19,Saturday,2026-03-07,-0.6765559535199823
2026-03-07 19:53:34.285000+00:00,19,Saturday,2026-03-07,-0.11292517019837367
2026-03-07 19:53:35.912000+00:00,19,Saturday,2026-03-07,-0.6648149247999433
2026-03-07 19:51:26.878000+00:00,19,Saturday,2026-03-07,-0.21506012202170052
2026-03-07 19:53:51.255000+00:00,19,Saturday,2026-03-07,-0.757339195463967
2026-03-07 19:51:35.894000+00:00,19,Saturday,2026-03-07,-0.30127743483596126
2026-03-07 19:51:50.381000+00:00,19,Saturday,2026-03-07,-0.2040094519840108
2026-03-07 19:51:50.381000+00:00,19,Saturday,2026-03-07,-0.42448135739510967
2026-03-07 19:52:39.162000+00:00,19,Saturday,2026-03-07,-0.12785845572000798
2026-03-07 19:54:04.443000+00:00,19,Saturday,2026-03-07,-0.6024187365119844
2026-03-07 19:54:05.553000+00:00,19,Saturday,2026-03-07,3.0865913794080533
2026-03-07 19:53:34.829000+00:00,19,Saturday,2026-03-07,-0.6212892440927851
2026-03-07 19:54:00.524000+00:00,19,Saturday,2026-03-07,-0.4359771820799285
2026-03-07 19:54:02.799000+00:00,19,Saturday,2026-03-07,-0.44043194879984826
2026-03-07 19:54:21.812000+00:00,19,Saturday,2026-03-07,-0.3275147420158722
2026-03-07 19:54:26.403000+00:00,19,Saturday,2026-03-07,-0.8953893699198973
2026-03-07 19:54:32.065000+00:00,19,Saturday,2026-03-07,-0.43647856227355186
2026-03-07 19:54:47.204000+00:00,19,Saturday,2026-03-07,-0.20260396990398882
2026-03-07 19:54:47.733000+00:00,19,Saturday,2026-03-07,-0.8884097768520043
2026-03-07 19:50:12.645000+00:00,19,Saturday,2026-03-07,-0.2870350429159005
2026-03-07 19:54:12.016000+00:00,19,Saturday,2026-03-07,-1.7359536628895804
2026-03-07 19:54:51.788000+00:00,19,Saturday,2026-03-07,-0.5363158497279918
2026-03-07 19:54:51.788000+00:00,19,Saturday,2026-03-07,-0.8762116368675061
2026-03-07 19:54:51.788000+00:00,19,Saturday,2026-03-07,-0.4291335982453681
2026-03-07 19:54:56.609000+00:00,19,Saturday,2026-03-07,-0.40761023135988766
2026-03-07 19:54:59.787000+00:00,19,Saturday,2026-03-07,-0.9493062051200066
2026-03-07 19:54:59.787000+00:00,19,Saturday,2026-03-07,-0.4535328336448394
2026-03-07 19:55:06.252000+00:00,19,Saturday,2026-03-07,-1.1212791003919738
2026-03-07 19:55:09.991000+00:00,19,Saturday,2026-03-07,-0.9655985021950675
2026-03-07 19:55:14.358000+00:00,19,Saturday,2026-03-07,-0.8708653885119032
2026-03-07 19:55:21.081000+00:00,19,Saturday,2026-03-07,-0.8143811645599747
2026-03-07 19:55:36.539000+00:00,19,Saturday,2026-03-07,-0.664991737279992
2026-03-07 19:55:37.091000+00:00,19,Saturday,2026-03-07,-0.6626676052352072
2026-03-07 19:55:51.278000+00:00,19,Saturday,2026-03-07,-0.5091393893119771
2026-03-07 19:56:01.484000+00:00,19,Saturday,2026-03-07,-0.6523156425600336
2026-03-07 19:56:05.137000+00:00,19,Saturday,2026-03-07,-0.9466599386878852
2026-03-07 19:55:34.888000+00:00,19,Saturday,2026-03-07,-0.5541314121503378
2026-03-07 19:56:13.086000+00:00,19,Saturday,2026-03-07,-0.5154470471919909
2026-03-07 19:56:48.509000+00:00,19,Saturday,2026-03-07,-0.9699772070975949
2026-03-07 19:56:55.170000+00:00,19,Saturday,2026-03-07,-0.4856848412159718
2026-03-07 19:56:55.170000+00:00,19,Saturday,2026-03-07,-0.4916968089601788
2026-03-07 19:56:57.459000+00:00,19,Saturday,2026-03-07,-0.6553383809279782
2026-03-07 19:56:32.911000+00:00,19,Saturday,2026-03-07,-0.7083081861888203
2026-03-07 19:57:00.912000+00:00,19,Saturday,2026-03-07,-0.5594910421536327
2026-03-07 19:55:51.278000+00:00,19,Saturday,2026-03-07,-0.724581079289606
2026-03-07 19:57:28.059000+00:00,19,Saturday,2026-03-07,-0.5384961259199255
2026-03-07 19:57:35.826000+00:00,19,Saturday,2026-03-07,-0.6866104631999936
2026-03-07 19:55:55.124000+00:00,19,Saturday,2026-03-07,-0.47749500777595655
2026-03-07 19:56:03.373000+00:00,19,Saturday,2026-03-07,-0.5770119935999078
2026-03-07 19:56:06.313000+00:00,19,Saturday,2026-03-07,-1.1393352094407945
2026-03-07 19:56:21.449000+00:00,19,Saturday,2026-03-07,-2.1005928748559826
2026-03-07 19:56:22.659000+00:00,19,Saturday,2026-03-07,-0.7432593685438966
2026-03-07 19:56:27.192000+00:00,19,Saturday,2026-03-07,-0.79806198896
2026-03-07 19:58:49.150000+00:00,19,Saturday,2026-03-07,-0.8894388254856304
2026-03-07 19:58:14.198000+00:00,19,Saturday,2026-03-07,-1.2246221760303817
2026-03-07 19:56:47.923000+00:00,19,Saturday,2026-03-07,-0.4672274884800627
2026-03-07 19:56:55.170000+00:00,19,Saturday,2026-03-07,-0.7981792944847671
2026-03-07 19:57:07.368000+00:00,19,Saturday,2026-03-07,-0.6430326037519558
2026-03-07 19:57:10.782000+00:00,19,Saturday,2026-03-07,-0.8457305296159701
2026-03-07 19:57:57.617000+00:00,19,Saturday,2026-03-07,-2.1491648812798707
2026-03-07 19:59:05.161000+00:00,19,Saturday,2026-03-07,-0.36205653448797925
2026-03-07 19:57:27.471000+00:00,19,Saturday,2026-03-07,-1.2802890203599
2026-03-07 19:59:08.404000+00:00,19,Saturday,2026-03-07,-1.2697928370767573
2026-03-07 19:57:41.849000+00:00,19,Saturday,2026-03-07,-0.7694493871999172
2026-03-07 19:59:04.588000+00:00,19,Saturday,2026-03-07,-1.4814977174639872
2026-03-07 19:59:05.161000+00:00,19,Saturday,2026-03-07,-1.2236846221655886
2026-03-07 19:58:02.615000+00:00,19,Saturday,2026-03-07,-0.7443837303999368
2026-03-07 19:58:05.935000+00:00,19,Saturday,2026-03-07,-0.9135389360240413
2026-03-07 19:58:30.832000+00:00,19,Saturday,2026-03-07,-0.9539033296000066
2026-03-07 19:59:05.161000+00:00,19,Saturday,2026-03-07,-0.951874489881539
2026-03-07 20:00:14.976000+00:00,20,Saturday,2026-03-07,-0.5576494152240448
2026-03-07 20:00:22.776000+00:00,20,Saturday,2026-03-07,-0.8701418174398984
2026-03-07 19:58:33.598000+00:00,19,Saturday,2026-03-07,-0.8635358600783591
2026-03-07 19:59:05.161000+00:00,19,Saturday,2026-03-07,-1.6578882383999531
