time_of_day,trades,expectancy,profit_factor,winrate,avg_win,avg_loss,gross_profit,gross_loss_abs
afternoon_utc,1675,-0.4465374038383427,0.06645530233022191,0.028656716417910448,1.1092410635959566,-0.49243621541599875,53.24357105260592,801.1937224818299
evening_utc,2499,-0.6016745902773597,0.04081598378461241,0.02040816326530612,1.254544545525573,-0.6403458222732541,63.98177182180423,1567.566572924926
overnight_utc,2577,-1.0150080943262834,0.038415370104238754,0.03414823438106325,1.1874593754748413,-1.0928775749781512,104.49642504178604,2720.1722841206183
morning_utc,816,-1.3713346485808033,0.07899716714589641,0.0625,1.8819755784887178,-1.5882219970521048,95.98075450292461,1214.9898277448601
