size_bucket,trade_count,winrate,expectancy,profit_factor
"(0.149, 0.174]",1514,0.04227212681638045,-0.5459944628493539,0.05535320097190201
"(0.174, 0.199]",1513,0.03502974223397224,-0.6928914537243515,0.054618370298399395
"(0.199, 0.225]",1513,0.028420356906807668,-0.7496309937526586,0.03227089302278715
"(0.225, 0.253]",1514,0.018494055482166448,-0.8619303343820839,0.0326415875992689
"(0.253, 0.358]",1513,0.03304692663582287,-1.1051455907547922,0.07050987320037537
