pyramide_bucket,trade_count,winrate,expectancy,profit_factor,avg_win,avg_loss,avg_duration,trades,avg_pnl
0,7252,0.011720904578047435,-0.8536318232903295,0.00809163652655677,0.594120148509501,-0.870802036434321,,7252,-0.8536318232903295
1,186,0.3225806451612903,0.06865905844164079,1.2652223663412465,1.0153511203863879,-0.38214668534157203,,186,0.06865905844164079
2,71,0.5774647887323944,0.7234341136799415,6.004246399572834,1.503118766738092,-0.3421349121661975,,71,0.7234341136799415
3,33,0.8787878787878788,2.0296925826459207,19.962117546159256,2.4314535692793453,-0.8830745704464062,,33,2.0296925826459207
4,16,0.875,2.6592629513460286,46.390363522086815,3.1061136692273865,-0.46869207382347394,,16,2.6592629513460286
5+,9,1.0,3.4061809175648596,inf,3.4061809175648596,,,9,3.4061809175648596
