coin,hour,volatility_bucket,expectancy,profit_factor,trade_count
SUI/USDT,19,"(0.0012, 0.00201]",-0.481086493076677,0.0,9
MORPHO/USDT,3,"(0.000792, 0.0012]",-0.4811411684799362,0.0,2
XRP/USDT,19,"(-0.001, 0.000463]",-0.48140061216131524,0.0,6
ETH/USDT,20,"(0.000792, 0.0012]",-0.4814058572239755,0.0,9
AVAX/USDT,22,"(0.000792, 0.0012]",-0.4815317167319952,0.0,4
GRASS/USDT,18,"(0.000792, 0.0012]",-0.48155539530597496,0.0,4
ADA/USDT,21,"(0.0012, 0.00201]",-0.4821150866880285,0.0,1
ASTER/USDT,19,"(0.000463, 0.000792]",-0.4824277513199093,0.0,1
PEPE/USDT,16,"(0.00201, 0.0338]",-0.4831624740623047,0.0,7
SONIC/USDT,16,"(-0.001, 0.000463]",-0.4833811366765197,0.0,3
BNB/USDT,22,"(0.0012, 0.00201]",-0.4836385767839426,0.0,1
XLM/USDT,16,"(0.0012, 0.00201]",-0.48409477465933515,0.0,5
PI/USDT,22,"(0.00201, 0.0338]",-0.4843244910079729,0.08693033969600907,17
LTC/USDT,18,"(0.000792, 0.0012]",-0.48444670122000294,0.0,4
LPT/USDT,4,"(0.00201, 0.0338]",-0.48539019641056075,0.4354362613243357,5
MOODENG/USDT,21,"(-0.001, 0.000463]",-0.4855899745199952,0.0,1
BERA/USDT,1,"(0.000463, 0.000792]",-0.4858116121920016,0.0,1
UNI/USDT,0,"(-0.001, 0.000463]",-0.4866966647999825,0.0,1
ZEC/USDT,0,"(0.000463, 0.000792]",-0.4871167575983435,0.0,2
XRP/USDT,19,"(0.00201, 0.0338]",-0.4884769595519965,0.0,2
WLD/USDT,0,"(0.000792, 0.0012]",-0.488661153119918,0.0,1
ETH/USDT,19,"(0.000792, 0.0012]",-0.48875645430128967,0.0,6
BCH/USDT,2,"(0.0012, 0.00201]",-0.4888573841939762,0.0,4
UNI/USDT,17,"(0.0012, 0.00201]",-0.4889307452799831,0.0,2
LTC/USDT,21,"(0.000463, 0.000792]",-0.48910457211199454,0.0,5
AVAX/USDT,0,"(0.000463, 0.000792]",-0.49000419551999674,0.0,1
PEPE/USDT,17,"(0.0012, 0.00201]",-0.490455431734941,0.0,4
BNB/USDT,18,"(-0.001, 0.000463]",-0.4906925631679746,0.0,13
XRP/USDT,16,"(0.000792, 0.0012]",-0.49138242262795023,0.0,2
UNI/USDT,19,"(0.000792, 0.0012]",-0.49189657422852534,0.0,7
GRASS/USDT,1,"(0.00201, 0.0338]",-0.49220176000868515,0.23063871572707675,7
SUI/USDT,23,"(0.000463, 0.000792]",-0.4925005815607489,0.0,6
MON/USDT,20,"(-0.001, 0.000463]",-0.4927889207051586,0.0,12
XLM/USDT,19,"(0.000792, 0.0012]",-0.49309556554757816,0.0,8
XLM/USDT,16,"(-0.001, 0.000463]",-0.49436618210865985,0.0,6
MORPHO/USDT,22,"(0.0012, 0.00201]",-0.49471826687997394,0.0,1
UNI/USDT,16,"(0.000792, 0.0012]",-0.4947658567866399,0.0,6
PENGU/USDT,20,"(0.000792, 0.0012]",-0.4950639689915505,0.0,2
LINK/USDT,19,"(0.000792, 0.0012]",-0.49583507060359705,0.0,11
BERA/USDT,4,"(0.00201, 0.0338]",-0.49590001204975787,0.0,3
GRASS/USDT,19,"(-0.001, 0.000463]",-0.49625567733995496,0.0,2
TRX/USDT,15,"(0.000463, 0.000792]",-0.4967055248119614,0.0,1
LTC/USDT,20,"(0.0012, 0.00201]",-0.4969523546666525,0.0,3
HYPE/USDT,22,"(0.000792, 0.0012]",-0.4980572887487784,0.0,2
AVAX/USDT,22,"(0.000463, 0.000792]",-0.4985921305199466,0.0,3
LINK/USDT,22,"(-0.001, 0.000463]",-0.4986930643199592,0.0,1
HBAR/USDT,21,"(0.000792, 0.0012]",-0.49897629263996396,0.0,1
LINK/USDT,0,"(-0.001, 0.000463]",-0.4989810931199793,0.0,1
0G/USDT,23,"(0.0012, 0.00201]",-0.49951813507197107,0.0,1
UNI/USDT,18,"(0.00201, 0.0338]",-0.4996107983199847,0.0,2
0G/USDT,4,"(0.00201, 0.0338]",-0.5005250909919551,0.48877828287795994,4
H/USDT,19,"(0.0012, 0.00201]",-0.5013763260752802,0.0,9
AVAX/USDT,18,"(0.000463, 0.000792]",-0.5017087263336703,0.0,7
PEPE/USDT,10,"(0.000463, 0.000792]",-0.5027081119683531,0.0,1
SOL/USDT,14,"(0.0012, 0.00201]",-0.5027293622351687,0.0,5
XRP/USDT,18,"(-0.001, 0.000463]",-0.5034463103199847,0.0,4
MOODENG/USDT,20,"(0.000792, 0.0012]",-0.5038878245022033,0.0,6
LINK/USDT,15,"(-0.001, 0.000463]",-0.5055544836799857,0.0,1
HBAR/USDT,0,"(0.000463, 0.000792]",-0.5064594665860394,0.0,5
SOL/USDT,21,"(0.000792, 0.0012]",-0.5067353368800116,0.0,1
ZRO/USDT,17,"(0.00201, 0.0338]",-0.5078339409007794,0.0,5
ZEC/USDT,19,"(0.000463, 0.000792]",-0.5079003867711605,0.0,1
MON/USDT,1,"(-0.001, 0.000463]",-0.5088478076927918,0.0,1
BCH/USDT,22,"(-0.001, 0.000463]",-0.5089173030719916,0.0,6
DOGE/USDT,19,"(0.000463, 0.000792]",-0.5098837032504036,0.0,2
XLM/USDT,14,"(0.000792, 0.0012]",-0.5099866470890332,0.0,6
HBAR/USDT,16,"(-0.001, 0.000463]",-0.5100151228225055,0.0,6
UNI/USDT,15,"(0.0012, 0.00201]",-0.5104881791999893,0.0,3
HBAR/USDT,20,"(0.000792, 0.0012]",-0.5105736532622265,0.0,5
AVAX/USDT,0,"(-0.001, 0.000463]",-0.5106183088779898,0.0,4
AVAX/USDT,20,"(0.000792, 0.0012]",-0.5114872339012767,0.0,3
UNI/USDT,21,"(0.000463, 0.000792]",-0.5133491187199405,0.0,3
BCH/USDT,22,"(0.000463, 0.000792]",-0.5149321280639915,0.0,2
BNB/USDT,16,"(0.000463, 0.000792]",-0.5154398152859847,0.0,12
KITE/USDT,23,"(0.00201, 0.0338]",-0.5157150699383278,0.0,2
AAVE/USDT,19,"(0.000792, 0.0012]",-0.5158620256363161,0.0,11
BNB/USDT,14,"(0.0012, 0.00201]",-0.5161344276479702,0.0,1
BNB/USDT,22,"(-0.001, 0.000463]",-0.5162813187976957,0.0,7
LINK/USDT,19,"(0.000463, 0.000792]",-0.5166762788480009,0.0,5
ETH/USDT,19,"(0.000463, 0.000792]",-0.5168020409239455,0.0,4
LINK/USDT,20,"(-0.001, 0.000463]",-0.5172606134399514,0.0,7
WLD/USDT,18,"(-0.001, 0.000463]",-0.5173941960479729,0.0,5
BERA/USDT,15,"(0.0012, 0.00201]",-0.5185894341503934,0.0,1
XRP/USDT,9,"(-0.001, 0.000463]",-0.518889918547966,0.0,2
DOGE/USDT,22,"(0.000463, 0.000792]",-0.5193858490039596,0.0,2
LINK/USDT,19,"(-0.001, 0.000463]",-0.5194949374400002,0.0,2
TRX/USDT,18,"(0.000463, 0.000792]",-0.519767942329314,0.0,3
ETH/USDT,20,"(0.000463, 0.000792]",-0.5200340009565522,0.0,7
BCH/USDT,20,"(0.000463, 0.000792]",-0.5200564505519838,0.0,4
XRP/USDT,22,"(0.000463, 0.000792]",-0.5202819431920045,0.0,1
H/USDT,18,"(0.000792, 0.0012]",-0.5204633119935358,0.0,1
BNB/USDT,22,"(0.000792, 0.0012]",-0.5212761008120174,0.0,2
MOODENG/USDT,15,"(0.0012, 0.00201]",-0.5221567561791746,0.0,3
ETH/USDT,19,"(0.0012, 0.00201]",-0.522256430039935,0.0,8
H/USDT,20,"(0.0012, 0.00201]",-0.5223129816091586,0.0,4
ZRO/USDT,10,"(0.00201, 0.0338]",-0.5227275830739118,0.30860780191134973,4
AVAX/USDT,1,"(-0.001, 0.000463]",-0.5227635887640265,0.0,2
MON/USDT,0,"(0.0012, 0.00201]",-0.5238768451079674,0.0,1
LPT/USDT,17,"(0.0012, 0.00201]",-0.5246679127679904,0.0,1
ASTER/USDT,22,"(-0.001, 0.000463]",-0.524811326695968,0.0,2
ZEC/USDT,22,"(0.000792, 0.0012]",-0.5248837673815212,0.0,4
WLD/USDT,21,"(0.000792, 0.0012]",-0.5265800842559476,0.0,3
ASTER/USDT,2,"(0.000463, 0.000792]",-0.5275441024527363,0.0,5
MOODENG/USDT,4,"(0.000463, 0.000792]",-0.5281200984674024,0.0,3
AVAX/USDT,20,"(0.000463, 0.000792]",-0.5288144191948829,0.0,11
DOGE/USDT,10,"(0.000463, 0.000792]",-0.5307878990519184,0.0,1
ASTER/USDT,20,"(-0.001, 0.000463]",-0.5309065683492785,0.0,3
BGB/USDT,19,"(0.000463, 0.000792]",-0.5323398602080036,0.0,2
ASTER/USDT,20,"(0.000463, 0.000792]",-0.5325298041733014,0.0,6
SUI/USDT,0,"(0.000792, 0.0012]",-0.5334209278671648,0.0,3
ZRO/USDT,3,"(0.0012, 0.00201]",-0.5334860635999872,0.0,1
AIO/USDT,1,"(-0.001, 0.000463]",-0.5343808179071925,0.0,1
ZEC/USDT,15,"(0.00201, 0.0338]",-0.5345244921537895,0.0,4
BERA/USDT,0,"(0.00201, 0.0338]",-0.5345776415296076,0.0,3
BTC/USDT,0,"(0.000463, 0.000792]",-0.5351964210623901,0.0,2
ZEC/USDT,20,"(0.000792, 0.0012]",-0.536071200271918,0.0,1
PENGU/USDT,21,"(0.000463, 0.000792]",-0.5361882310872647,0.0,2
LPT/USDT,16,"(0.0012, 0.00201]",-0.5364281483159554,0.0,4
BCH/USDT,10,"(-0.001, 0.000463]",-0.5388764169357644,0.0,1
PENGU/USDT,16,"(0.0012, 0.00201]",-0.5391014088547079,0.0,3
AAVE/USDT,21,"(0.000463, 0.000792]",-0.5393048837866047,0.0,3
SOL/USDT,17,"(0.000792, 0.0012]",-0.539824809291994,0.0,2
PENGU/USDT,20,"(0.000463, 0.000792]",-0.5403915256326332,0.0,3
BTC/USDT,20,"(-0.001, 0.000463]",-0.542424570132587,0.0,4
SOL/USDT,18,"(-0.001, 0.000463]",-0.5426441410559942,0.0,3
AVAX/USDT,18,"(0.000792, 0.0012]",-0.5446080743039947,0.0,2
GRASS/USDT,20,"(0.0012, 0.00201]",-0.5469961154059533,0.0,4
BERA/USDT,2,"(0.000792, 0.0012]",-0.5478070135572802,0.0,3
DOGE/USDT,4,"(0.000792, 0.0012]",-0.5479313028410465,0.0,5
BTC/USDT,20,"(0.000792, 0.0012]",-0.5489847628807342,0.0,3
RECALL/USDT,23,"(-0.001, 0.000463]",-0.5498062023160202,0.0,2
WLD/USDT,16,"(0.0012, 0.00201]",-0.5501958754359777,0.0,4
SOL/USDT,16,"(0.000792, 0.0012]",-0.5507084395855535,0.0,10
B2/USDT,5,"(0.000792, 0.0012]",-0.5513067241439735,0.0,1
LTC/USDT,19,"(-0.001, 0.000463]",-0.5517529685370904,0.0,7
AAVE/USDT,19,"(-0.001, 0.000463]",-0.5520910127732962,0.0,3
BNB/USDT,19,"(-0.001, 0.000463]",-0.552937989859168,0.0,10
PENGU/USDT,19,"(0.000463, 0.000792]",-0.5533511495499652,0.0,5
ETH/USDT,20,"(-0.001, 0.000463]",-0.5535339259679943,0.0,1
AVAX/USDT,1,"(0.000463, 0.000792]",-0.553739290506647,0.0,6
BCH/USDT,20,"(0.0012, 0.00201]",-0.5540873020853028,0.0,3
BTC/USDT,18,"(0.0012, 0.00201]",-0.5555382491847685,0.0,1
BNB/USDT,20,"(-0.001, 0.000463]",-0.5556291444612905,0.0,6
PEPE/USDT,3,"(0.000463, 0.000792]",-0.5560039533010906,0.0,2
SOL/USDT,18,"(0.000463, 0.000792]",-0.5562575885279857,0.0,8
SUI/USDT,22,"(-0.001, 0.000463]",-0.5563111810448127,0.0,2
GRASS/USDT,12,"(0.000463, 0.000792]",-0.5566485244318056,0.0,1
XLM/USDT,6,"(0.000463, 0.000792]",-0.5567829347728027,0.0,2
AAVE/USDT,20,"(0.000463, 0.000792]",-0.5568720572932837,0.0,6
BTC/USDT,19,"(0.000792, 0.0012]",-0.5572562375193264,0.0,5
HYPE/USDT,10,"(0.000463, 0.000792]",-0.5575711087545139,0.0,5
ALCH/USDT,20,"(0.000792, 0.0012]",-0.5580604375799442,0.0,2
BCH/USDT,20,"(0.000792, 0.0012]",-0.5581406258199605,0.0,4
ZEC/USDT,21,"(0.000463, 0.000792]",-0.5581941517335721,0.0,3
XRP/USDT,19,"(0.000792, 0.0012]",-0.5586343215023746,0.0,10
ADA/USDT,5,"(0.000792, 0.0012]",-0.5589560363983466,0.0,5
XLM/USDT,20,"(0.000463, 0.000792]",-0.5592795471988795,0.0,6
LTC/USDT,18,"(0.00201, 0.0338]",-0.5594940647999596,0.0,1
SOL/USDT,19,"(0.000463, 0.000792]",-0.5596280678079759,0.0,5
ETH/USDT,12,"(0.0012, 0.00201]",-0.5597570171893255,0.2454199130896856,3
BNB/USDT,14,"(0.000792, 0.0012]",-0.5598071890287711,0.0,5
XRP/USDT,3,"(0.000463, 0.000792]",-0.5600117611855325,0.0,5
PENGU/USDT,14,"(0.00201, 0.0338]",-0.5614087236155711,0.0,1
LINK/USDT,20,"(0.000792, 0.0012]",-0.561604113986626,0.0,6
ETH/USDT,14,"(0.00201, 0.0338]",-0.5621264587519781,0.0,1
BTC/USDT,18,"(-0.001, 0.000463]",-0.5624908649539796,0.0,4
DOGE/USDT,4,"(0.000463, 0.000792]",-0.5628803591516247,0.0,9
PEPE/USDT,5,"(0.0012, 0.00201]",-0.5630847288197739,0.0,3
BCH/USDT,3,"(0.000463, 0.000792]",-0.5638037715391262,0.0,5
TRX/USDT,2,"(0.000792, 0.0012]",-0.5640671607247185,0.0,2
ADA/USDT,20,"(0.000792, 0.0012]",-0.5642525050280247,0.0,2
XLM/USDT,20,"(0.000792, 0.0012]",-0.5642634081749304,0.0,3
BGB/USDT,3,"(-0.001, 0.000463]",-0.5645494906913916,0.0,14
WLD/USDT,16,"(0.000792, 0.0012]",-0.5657642904296829,0.0,7
ALCH/USDT,22,"(0.000463, 0.000792]",-0.5664812255759173,0.0,2
ADA/USDT,22,"(-0.001, 0.000463]",-0.5667402905999243,0.0,3
HBAR/USDT,15,"(0.000463, 0.000792]",-0.5668126606485162,0.0,3
ZEC/USDT,0,"(0.0012, 0.00201]",-0.5674432816347761,0.0,6
ZEC/USDT,0,"(0.000792, 0.0012]",-0.5677185698567504,0.0,8
LINK/USDT,20,"(0.000463, 0.000792]",-0.5678987412399953,0.0,4
WLD/USDT,19,"(0.000463, 0.000792]",-0.5687337466626429,0.0,12
AVAX/USDT,0,"(0.000792, 0.0012]",-0.5695119763920119,0.0,2
ZRO/USDT,10,"(0.0012, 0.00201]",-0.5702054574932464,0.004141457089132779,6
LTC/USDT,20,"(0.000463, 0.000792]",-0.570635644342824,0.0,7
LINK/USDT,0,"(0.000463, 0.000792]",-0.5716799577599534,0.0,2
MOODENG/USDT,22,"(-0.001, 0.000463]",-0.572534503725587,0.0,2
ASTER/USDT,21,"(0.000792, 0.0012]",-0.5725475463333239,0.0,3
WLD/USDT,13,"(0.0012, 0.00201]",-0.5729954259866518,0.0,3
BTC/USDT,19,"(-0.001, 0.000463]",-0.5739455590879657,0.0,4
LINK/USDT,21,"(-0.001, 0.000463]",-0.5755758829999187,0.0,8
MOODENG/USDT,18,"(-0.001, 0.000463]",-0.5756815646795633,0.0,6
WLD/USDT,21,"(-0.001, 0.000463]",-0.5757540286834054,0.0,7
PENGU/USDT,22,"(0.000792, 0.0012]",-0.5766367815383191,0.0,6
SOL/USDT,23,"(0.0012, 0.00201]",-0.5766426372719404,0.0,1
0G/USDT,0,"(0.00201, 0.0338]",-0.5768953028367709,0.08859145123562166,5
PENGU/USDT,23,"(0.000463, 0.000792]",-0.5776069965772076,0.0,2
HYPE/USDT,5,"(0.000792, 0.0012]",-0.5781228019631317,0.0,1
HBAR/USDT,19,"(0.0012, 0.00201]",-0.5787834149056043,0.0,2
BERA/USDT,4,"(0.000792, 0.0012]",-0.5787956422270557,0.0,1
DOGE/USDT,15,"(0.0012, 0.00201]",-0.5789248187951709,0.0,3
SOL/USDT,20,"(0.000463, 0.000792]",-0.5799487374986295,0.0,9
SUI/USDT,9,"(0.000463, 0.000792]",-0.5808148007560049,0.0,3
WLD/USDT,15,"(0.0012, 0.00201]",-0.5808726163626515,0.0,6
UNI/USDT,23,"(0.000792, 0.0012]",-0.5809597663199504,0.0,2
SUI/USDT,3,"(0.000792, 0.0012]",-0.5818736033751369,0.0,3
UNI/USDT,19,"(-0.001, 0.000463]",-0.5820069225599254,0.0,2
UNI/USDT,20,"(0.0012, 0.00201]",-0.5820817266099758,0.0,8
XRP/USDT,3,"(-0.001, 0.000463]",-0.5821003663859516,0.0,4
LPT/USDT,18,"(0.000792, 0.0012]",-0.5824327255839999,0.0,3
MYX/USDT,4,"(0.00201, 0.0338]",-0.5831913282239707,0.0,2
0G/USDT,0,"(-0.001, 0.000463]",-0.5832128481479122,0.0,4
BCH/USDT,20,"(-0.001, 0.000463]",-0.5833881416959473,0.0,2
XRP/USDT,7,"(0.000463, 0.000792]",-0.5838877340799675,0.0,1
ADA/USDT,4,"(0.0012, 0.00201]",-0.584894359863957,0.08196520420587078,6
HBAR/USDT,23,"(-0.001, 0.000463]",-0.5849626238521157,0.0,5
LTC/USDT,20,"(0.000792, 0.0012]",-0.5852108220799437,0.0,1
MON/USDT,23,"(-0.001, 0.000463]",-0.5858867850967617,0.0,2
BNB/USDT,22,"(0.000463, 0.000792]",-0.5860827992764176,0.0,9
BTC/USDT,23,"(-0.001, 0.000463]",-0.5865414332287981,0.0,2
AAVE/USDT,20,"(-0.001, 0.000463]",-0.5865562268399607,0.0,4
PEPE/USDT,3,"(0.000792, 0.0012]",-0.5867199254669622,0.0,9
MON/USDT,0,"(-0.001, 0.000463]",-0.5869704565223347,0.0,3
MON/USDT,1,"(0.0012, 0.00201]",-0.5875493917935526,0.0,8
UNI/USDT,22,"(-0.001, 0.000463]",-0.5883015067199611,0.0,2
0G/USDT,23,"(0.000792, 0.0012]",-0.5883119704759854,0.0,6
STO/USDT,6,"(0.000792, 0.0012]",-0.589076056650927,0.0,3
SOL/USDT,22,"(0.0012, 0.00201]",-0.5898369701280037,0.0,4
ALCH/USDT,19,"(-0.001, 0.000463]",-0.5899729902127566,0.0,2
FF/USDT,17,"(0.0012, 0.00201]",-0.5917729107040071,0.0,1
LINK/USDT,22,"(0.000792, 0.0012]",-0.5918202907199608,0.0,9
MORPHO/USDT,7,"(0.000463, 0.000792]",-0.5923171984638352,0.0,2
LINK/USDT,22,"(0.000463, 0.000792]",-0.59247528801594,0.0,5
LINK/USDT,18,"(0.000792, 0.0012]",-0.5924762973955515,0.0,9
HBAR/USDT,14,"(0.00201, 0.0338]",-0.5925771417215783,0.0,1
HBAR/USDT,14,"(0.000792, 0.0012]",-0.5926438009794421,0.0,3
BTC/USDT,23,"(0.0012, 0.00201]",-0.5928055259135864,0.0,1
WLD/USDT,0,"(-0.001, 0.000463]",-0.5937685457600131,0.0,1
WLD/USDT,17,"(0.0012, 0.00201]",-0.5943757081119824,0.0,3
GRASS/USDT,19,"(0.0012, 0.00201]",-0.5948459642671893,0.0,5
BCH/USDT,23,"(0.0012, 0.00201]",-0.5954844343679924,0.0,1
AVAX/USDT,19,"(0.000463, 0.000792]",-0.5959380907665198,0.0,11
PAXG/USDT,2,"(-0.001, 0.000463]",-0.5979371683739187,0.0,4
MORPHO/USDT,3,"(0.000463, 0.000792]",-0.5980471014959489,0.0,3
ASTER/USDT,19,"(0.000792, 0.0012]",-0.5984045490919705,0.0,2
AVAX/USDT,19,"(0.000792, 0.0012]",-0.5985523787633641,0.0,7
VELVET/USDT,21,"(-0.001, 0.000463]",-0.5987035628798005,0.0,5
BERA/USDT,10,"(0.000463, 0.000792]",-0.5992108643362085,0.0,3
AVAX/USDT,20,"(-0.001, 0.000463]",-0.5999945588579393,0.0,4
H/USDT,5,"(0.0012, 0.00201]",-0.6004077928310334,0.0,7
SOL/USDT,20,"(0.000792, 0.0012]",-0.6009229611119954,0.0,6
BTC/USDT,19,"(0.000463, 0.000792]",-0.6018136336533182,0.0,6
AAVE/USDT,18,"(-0.001, 0.000463]",-0.6020956174666269,0.0,3
ZEC/USDT,2,"(0.0012, 0.00201]",-0.6021010397856535,0.0,8
ASTER/USDT,15,"(0.0012, 0.00201]",-0.6023194150079392,0.0,1
UNI/USDT,19,"(0.0012, 0.00201]",-0.6055262007466361,0.0,6
ASTER/USDT,1,"(0.000463, 0.000792]",-0.6063130918599733,0.0,6
PEPE/USDT,15,"(0.00201, 0.0338]",-0.6063138263232689,0.0,6
PENGU/USDT,21,"(0.000792, 0.0012]",-0.6066553920462144,0.0,4
WLD/USDT,16,"(-0.001, 0.000463]",-0.6067648376219834,0.0,4
MORPHO/USDT,21,"(0.0012, 0.00201]",-0.6075677497119649,0.0,3
ASTER/USDT,18,"(0.000792, 0.0012]",-0.6092051365279703,0.0,1
BCH/USDT,23,"(-0.001, 0.000463]",-0.609386080319954,0.0,1
BNB/USDT,20,"(0.000792, 0.0012]",-0.6103283980919677,0.0,4
LTC/USDT,22,"(0.0012, 0.00201]",-0.6121453388399525,0.0,2
BNB/USDT,19,"(0.00201, 0.0338]",-0.6123177341999361,0.0,1
MORPHO/USDT,17,"(0.00201, 0.0338]",-0.6125800220719885,0.17522931364141917,6
ADA/USDT,20,"(0.00201, 0.0338]",-0.6133356112799762,0.0,2
ZEC/USDT,19,"(-0.001, 0.000463]",-0.6133973105231911,0.0,1
BTC/USDT,5,"(-0.001, 0.000463]",-0.6135735707006995,0.0,1
AVAX/USDT,22,"(-0.001, 0.000463]",-0.6138235835062511,0.0,7
MORPHO/USDT,18,"(0.0012, 0.00201]",-0.61437699523201,0.0,1
XLM/USDT,19,"(0.0012, 0.00201]",-0.614485377680741,0.0,4
GRASS/USDT,18,"(0.000463, 0.000792]",-0.615650555839959,0.0,1
BNB/USDT,23,"(-0.001, 0.000463]",-0.6161940815732939,0.0,3
DOGE/USDT,2,"(0.0012, 0.00201]",-0.616620897544519,0.0,3
LTC/USDT,19,"(0.0012, 0.00201]",-0.6172236956533208,0.0,6
H/USDT,20,"(0.000792, 0.0012]",-0.6179148701857592,0.0,4
TRX/USDT,0,"(0.000463, 0.000792]",-0.6182489299607696,0.0,2
SUI/USDT,22,"(0.000792, 0.0012]",-0.6182852890030766,0.0,2
BERA/USDT,1,"(-0.001, 0.000463]",-0.6193539566240367,0.0,1
LTC/USDT,1,"(0.000792, 0.0012]",-0.619521253359943,0.0,2
XLM/USDT,10,"(0.000792, 0.0012]",-0.6197143325791011,0.0,5
LTC/USDT,19,"(0.00201, 0.0338]",-0.6210871519999575,0.0,1
ZEC/USDT,19,"(0.0012, 0.00201]",-0.6212877820059582,0.0,6
ADA/USDT,23,"(0.000792, 0.0012]",-0.6215208423519807,0.0,3
ALCH/USDT,20,"(0.000463, 0.000792]",-0.6218398945991492,0.0,1
ALCH/USDT,22,"(0.0012, 0.00201]",-0.6220548396743413,0.0,2
BNB/USDT,18,"(0.000463, 0.000792]",-0.6221590822173382,0.0,6
BERA/USDT,1,"(0.0012, 0.00201]",-0.6223834303739643,0.0,4
BTC/USDT,18,"(0.000463, 0.000792]",-0.6225178064744173,0.0,13
HBAR/USDT,23,"(0.000463, 0.000792]",-0.6228165042716131,0.0,7
UNI/USDT,19,"(0.00201, 0.0338]",-0.6233363796599676,0.0,4
LA/USDT,0,"(0.0012, 0.00201]",-0.6235159045959586,0.0,4
BERA/USDT,5,"(-0.001, 0.000463]",-0.6235750967639817,0.0,1
MON/USDT,1,"(0.000792, 0.0012]",-0.6236137480061149,0.0,6
AAVE/USDT,22,"(0.000463, 0.000792]",-0.6243583186719822,0.0,5
0G/USDT,16,"(0.000792, 0.0012]",-0.6246862227759599,0.0,1
ZEC/USDT,3,"(0.000792, 0.0012]",-0.624705465153994,0.0,2
WLD/USDT,14,"(0.00201, 0.0338]",-0.6259500513599927,0.0,1
TAO/USDT,10,"(0.0012, 0.00201]",-0.6263146272407095,0.0,2
LPT/USDT,6,"(0.000792, 0.0012]",-0.6263621293423444,0.0,5
ADA/USDT,0,"(-0.001, 0.000463]",-0.6267089237799693,0.0,6
PAXG/USDT,1,"(-0.001, 0.000463]",-0.6273825794607585,0.0,3
ASTER/USDT,20,"(0.000792, 0.0012]",-0.6275540733791669,0.0,10
LINK/USDT,1,"(0.000792, 0.0012]",-0.627640637439979,0.0,3
UNI/USDT,15,"(0.00201, 0.0338]",-0.6290500600000358,0.0,1
AIO/USDT,0,"(-0.001, 0.000463]",-0.6294915052703829,0.0,1
MORPHO/USDT,2,"(-0.001, 0.000463]",-0.6300246863519673,0.0,3
BCH/USDT,3,"(0.000792, 0.0012]",-0.6308445417732372,0.0,3
LA/USDT,3,"(0.0012, 0.00201]",-0.6308847480825578,0.0,6
TRX/USDT,1,"(-0.001, 0.000463]",-0.6312854234832386,0.0,21
BTC/USDT,22,"(0.0012, 0.00201]",-0.6314416830847414,0.0,2
SUI/USDT,0,"(0.000463, 0.000792]",-0.6347519342051785,0.0,2
HBAR/USDT,20,"(0.000463, 0.000792]",-0.6348154073310326,0.0,6
LINK/USDT,21,"(0.000792, 0.0012]",-0.6360575157333267,0.0,3
SOL/USDT,19,"(-0.001, 0.000463]",-0.6364573521999612,0.0,1
LTC/USDT,9,"(0.000463, 0.000792]",-0.6376061535999664,0.0,2
STO/USDT,4,"(-0.001, 0.000463]",-0.6376073546751864,0.0,1
PI/USDT,3,"(0.00201, 0.0338]",-0.6377700357347582,0.18022940103349758,20
HOME/USDT,20,"(-0.001, 0.000463]",-0.6396000831357767,0.0,15
SUI/USDT,2,"(0.000463, 0.000792]",-0.6412511243480263,0.0,13
SOL/USDT,14,"(-0.001, 0.000463]",-0.6417283269839047,0.0,1
AVAX/USDT,21,"(0.000792, 0.0012]",-0.6429386985959746,0.0,4
ZEC/USDT,20,"(0.0012, 0.00201]",-0.6434474140825852,0.0,7
TRX/USDT,0,"(-0.001, 0.000463]",-0.644039716627663,0.0,19
HYPE/USDT,21,"(0.00201, 0.0338]",-0.6441313499899634,0.0,4
LTC/USDT,10,"(-0.001, 0.000463]",-0.644613184799998,0.0,1
MORPHO/USDT,2,"(0.00201, 0.0338]",-0.6449189094859578,0.09922198312138175,8
BCH/USDT,22,"(0.0012, 0.00201]",-0.6452893970319619,0.0,3
HYPE/USDT,19,"(0.00201, 0.0338]",-0.6456342625537335,0.017611137594123197,10
PEPE/USDT,22,"(0.000792, 0.0012]",-0.6457517238245586,0.0,2
PEPE/USDT,14,"(-0.001, 0.000463]",-0.6458011037026479,0.0,1
MOODENG/USDT,0,"(0.000463, 0.000792]",-0.6463775010671514,0.0,1
ASTER/USDT,20,"(0.0012, 0.00201]",-0.6464013362599628,0.0,4
SOL/USDT,3,"(0.000792, 0.0012]",-0.6464142632452728,0.0,3
DOGE/USDT,4,"(-0.001, 0.000463]",-0.6470767754479702,0.0,1
PENGU/USDT,20,"(0.0012, 0.00201]",-0.6477124972043562,0.0,9
LINK/USDT,4,"(0.000792, 0.0012]",-0.6486885492228235,0.0,7
ADA/USDT,23,"(-0.001, 0.000463]",-0.6487260433558859,0.0,2
ALCH/USDT,20,"(0.0012, 0.00201]",-0.6491413076399055,0.0,1
SONIC/USDT,15,"(0.000792, 0.0012]",-0.6496837774560056,0.0,1
ZEC/USDT,2,"(0.000792, 0.0012]",-0.6500917270031601,0.0,2
BERA/USDT,3,"(-0.001, 0.000463]",-0.6502360413343655,0.0,2
XRP/USDT,12,"(0.000792, 0.0012]",-0.65095795631985,0.0,1
0G/USDT,16,"(-0.001, 0.000463]",-0.6511830462911845,0.0,5
