coin,hour,volatility_bucket,expectancy,profit_factor,trade_count
ADA/USDT,20,"(0.000463, 0.000792]",-0.32940468406855533,0.0,7
PEPE/USDT,18,"(0.000792, 0.0012]",-0.3294904187148519,0.0,7
HYPE/USDT,18,"(0.0012, 0.00201]",-0.329924550486614,0.0,7
ETH/USDT,16,"(-0.001, 0.000463]",-0.3317879417386453,0.0,3
XRP/USDT,13,"(0.000463, 0.000792]",-0.33282015384798136,0.0,3
AVAX/USDT,16,"(0.000463, 0.000792]",-0.3328614895919626,0.0,2
BNB/USDT,14,"(-0.001, 0.000463]",-0.33304823272098805,0.0,8
LPT/USDT,17,"(0.000792, 0.0012]",-0.3333329581239687,0.0,2
ASTER/USDT,16,"(0.000792, 0.0012]",-0.3335918120015717,0.0,5
BCH/USDT,14,"(0.00201, 0.0338]",-0.3337737303599908,0.0,1
APR/USDT,20,"(-0.001, 0.000463]",-0.33459578885920477,0.0,1
MON/USDT,19,"(0.00201, 0.0338]",-0.33493705394678785,0.0,2
AVAX/USDT,2,"(0.000463, 0.000792]",-0.33503628048000256,0.0,1
LTC/USDT,16,"(0.000463, 0.000792]",-0.3350991929371287,0.0,7
GRASS/USDT,1,"(0.0012, 0.00201]",-0.33560811705601196,0.0,2
ASTER/USDT,14,"(0.000463, 0.000792]",-0.3363004768906713,0.0,3
MOODENG/USDT,15,"(-0.001, 0.000463]",-0.3363672196050919,0.0,8
LTC/USDT,16,"(-0.001, 0.000463]",-0.3379306993999863,0.0,4
BNB/USDT,15,"(0.000463, 0.000792]",-0.33822648112532255,0.0,6
GRASS/USDT,20,"(-0.001, 0.000463]",-0.33824771462397907,0.0,1
ETH/USDT,14,"(0.000463, 0.000792]",-0.3386200053759972,0.0,2
HYPE/USDT,14,"(0.00201, 0.0338]",-0.3392220578225408,0.0,5
LPT/USDT,14,"(0.000792, 0.0012]",-0.3396618520159963,0.0,4
LPT/USDT,17,"(-0.001, 0.000463]",-0.3400409274219713,0.0,4
MORPHO/USDT,0,"(0.000792, 0.0012]",-0.34070864827996516,0.0,1
HYPE/USDT,20,"(0.00201, 0.0338]",-0.340828220608587,0.0,4
SOL/USDT,22,"(0.000463, 0.000792]",-0.341259191314639,0.0,3
XLM/USDT,19,"(0.000463, 0.000792]",-0.34208308176719504,0.0,5
HYPE/USDT,13,"(0.00201, 0.0338]",-0.34261539329519175,0.0,2
PENGU/USDT,16,"(0.00201, 0.0338]",-0.3430456744214438,0.0,2
TAO/USDT,16,"(0.0012, 0.00201]",-0.3442236068586337,0.0,3
MOODENG/USDT,13,"(0.0012, 0.00201]",-0.34436895262907635,0.0,3
ZRO/USDT,1,"(0.00201, 0.0338]",-0.3449051451666553,0.006017857140986555,6
SUI/USDT,15,"(0.000792, 0.0012]",-0.34491305188719584,0.0,2
XRP/USDT,15,"(0.0012, 0.00201]",-0.3449602139919725,0.0,2
UNI/USDT,16,"(0.000463, 0.000792]",-0.3470517008079813,0.0,10
XLM/USDT,14,"(0.00201, 0.0338]",-0.34712218891198404,0.0,2
WLD/USDT,15,"(-0.001, 0.000463]",-0.34745100715197724,0.0,3
UNI/USDT,17,"(-0.001, 0.000463]",-0.34914004344000005,0.0,1
GRASS/USDT,20,"(0.000792, 0.0012]",-0.35056202380800133,0.0,1
UNI/USDT,0,"(0.000463, 0.000792]",-0.3510856820266404,0.0,3
PENGU/USDT,15,"(0.000792, 0.0012]",-0.3512938035504806,0.0,3
SONIC/USDT,20,"(0.000463, 0.000792]",-0.3513427189119651,0.0,1
ALCH/USDT,18,"(-0.001, 0.000463]",-0.35135378325917577,0.0,6
MORPHO/USDT,17,"(0.0012, 0.00201]",-0.3516163866699805,0.0,4
DOGE/USDT,20,"(0.000792, 0.0012]",-0.3519449643711838,0.0,3
DOGE/USDT,20,"(-0.001, 0.000463]",-0.35257806013400295,0.0,2
MON/USDT,19,"(0.000792, 0.0012]",-0.35323726463519745,0.0,1
HOME/USDT,2,"(0.000792, 0.0012]",-0.3534306012480099,0.0,1
ASTER/USDT,15,"(0.000792, 0.0012]",-0.35469736417996667,0.0,4
ETH/USDT,16,"(0.000463, 0.000792]",-0.3548843865727938,0.0,5
PENGU/USDT,1,"(0.000463, 0.000792]",-0.3553267576622494,0.0,1
LINK/USDT,18,"(0.000463, 0.000792]",-0.3553527654199594,0.0,4
DOGE/USDT,15,"(0.00201, 0.0338]",-0.35553997516797814,0.0,1
ASTER/USDT,19,"(0.00201, 0.0338]",-0.35589784515596046,0.0,2
XRP/USDT,15,"(0.000463, 0.000792]",-0.35610437201731054,0.0,6
BNB/USDT,15,"(0.000792, 0.0012]",-0.35721601382400797,0.0,1
HBAR/USDT,19,"(0.00201, 0.0338]",-0.35758236332635196,0.0,1
AVAX/USDT,17,"(0.0012, 0.00201]",-0.3579744376319839,0.0,1
HBAR/USDT,19,"(0.000792, 0.0012]",-0.35879441287679625,0.0,1
XLM/USDT,18,"(-0.001, 0.000463]",-0.35890224606917687,0.0,2
PI/USDT,23,"(0.0012, 0.00201]",-0.3590323959663378,0.0,5
BNB/USDT,17,"(0.000792, 0.0012]",-0.35924106697600094,0.0,3
0G/USDT,17,"(0.000792, 0.0012]",-0.3596117302293112,0.0,3
SUI/USDT,19,"(0.000792, 0.0012]",-0.36011023545667076,0.0,7
HYPE/USDT,14,"(0.0012, 0.00201]",-0.36066658245579286,0.0,4
SONIC/USDT,14,"(0.000463, 0.000792]",-0.36068459857835006,0.0,1
GRASS/USDT,19,"(0.000463, 0.000792]",-0.3608405652052982,0.0,3
0G/USDT,16,"(0.000463, 0.000792]",-0.3608552921279744,0.0,2
XRP/USDT,18,"(0.000463, 0.000792]",-0.36095425122396674,0.0,6
XLM/USDT,13,"(-0.001, 0.000463]",-0.3616917623000101,0.0,1
TRX/USDT,16,"(-0.001, 0.000463]",-0.36182607733434,0.0,17
WLD/USDT,21,"(0.0012, 0.00201]",-0.3620634584533072,0.0,3
BCH/USDT,19,"(0.000463, 0.000792]",-0.3621078650106418,0.0,6
SOL/USDT,17,"(0.000463, 0.000792]",-0.3622692608626514,0.0,6
0G/USDT,1,"(0.00201, 0.0338]",-0.36384856996793413,0.2637643750368389,2
LA/USDT,0,"(-0.001, 0.000463]",-0.3639539802959897,0.0,1
HYPE/USDT,18,"(0.00201, 0.0338]",-0.36420671896368423,0.0,5
XRP/USDT,16,"(0.000463, 0.000792]",-0.3645109978979774,0.0,8
ZEC/USDT,16,"(0.000463, 0.000792]",-0.36468511873274123,0.0,1
WLD/USDT,19,"(0.00201, 0.0338]",-0.36482289823397906,0.0,4
PEPE/USDT,16,"(0.000792, 0.0012]",-0.36504638205946816,0.0,9
MON/USDT,17,"(-0.001, 0.000463]",-0.3655453398592005,0.0,3
ZEC/USDT,21,"(0.0012, 0.00201]",-0.36667653473544304,0.0,6
TAO/USDT,22,"(0.0012, 0.00201]",-0.36713900465242155,0.0,5
XRP/USDT,20,"(0.000792, 0.0012]",-0.36736260822933664,0.0,3
FF/USDT,17,"(0.000463, 0.000792]",-0.36743054132394837,0.0,1
MORPHO/USDT,16,"(0.0012, 0.00201]",-0.36790379332199263,0.0,4
AAVE/USDT,18,"(0.000463, 0.000792]",-0.36873015047999147,0.0,2
PEPE/USDT,17,"(-0.001, 0.000463]",-0.3695344407223858,0.0,1
SONIC/USDT,16,"(0.000463, 0.000792]",-0.3701375253064002,0.0,2
BCH/USDT,19,"(0.0012, 0.00201]",-0.3701626508560013,0.0,2
TAO/USDT,14,"(0.00201, 0.0338]",-0.37017423082399625,0.08043384577127821,8
AVAX/USDT,16,"(-0.001, 0.000463]",-0.3704082591839674,0.0,1
ZEC/USDT,19,"(0.000792, 0.0012]",-0.37047202877530255,0.0,6
MORPHO/USDT,7,"(0.000792, 0.0012]",-0.37075274171976247,0.0,1
MORPHO/USDT,16,"(0.00201, 0.0338]",-0.3709085023879901,0.0,4
XRP/USDT,18,"(0.000792, 0.0012]",-0.3716264625599757,0.0,3
UNI/USDT,16,"(-0.001, 0.000463]",-0.37205552095997757,0.0,3
0G/USDT,15,"(0.000463, 0.000792]",-0.37215965279995916,0.0,1
ZEC/USDT,17,"(0.000792, 0.0012]",-0.3725351942044649,0.0,5
PENGU/USDT,14,"(0.000463, 0.000792]",-0.37304524224048063,0.0,8
LINK/USDT,16,"(0.0012, 0.00201]",-0.3731583570933397,0.0,3
LINK/USDT,16,"(0.000792, 0.0012]",-0.37372179438998004,0.0,8
SOL/USDT,18,"(0.00201, 0.0338]",-0.37429763394807514,0.0,1
MOODENG/USDT,18,"(0.00201, 0.0338]",-0.3747709369415641,0.2553726022040285,5
AVAX/USDT,21,"(0.000463, 0.000792]",-0.37534949172795884,0.0,1
ZEC/USDT,15,"(0.000792, 0.0012]",-0.3758195648501226,0.0,6
PEPE/USDT,15,"(0.0012, 0.00201]",-0.37627996143961323,0.0,6
DOGE/USDT,19,"(0.000792, 0.0012]",-0.37655617165332744,0.0,3
LINK/USDT,16,"(0.000463, 0.000792]",-0.3769567169999747,0.0,8
MORPHO/USDT,2,"(0.000792, 0.0012]",-0.3769857435839807,0.0,3
B2/USDT,6,"(0.000463, 0.000792]",-0.3770689270400185,0.0,1
ZRO/USDT,11,"(0.000792, 0.0012]",-0.3772014270960381,0.0,2
UNI/USDT,16,"(0.0012, 0.00201]",-0.37722326955998364,0.0,4
ETH/USDT,18,"(0.000792, 0.0012]",-0.3775184651519822,0.0,7
0G/USDT,15,"(0.0012, 0.00201]",-0.37894179999996647,0.0,1
HYPE/USDT,13,"(0.0012, 0.00201]",-0.379271792899984,0.0,1
SOL/USDT,16,"(-0.001, 0.000463]",-0.3802199948159597,0.0,1
ASTER/USDT,16,"(-0.001, 0.000463]",-0.38060770359332174,0.0,6
HBAR/USDT,15,"(0.0012, 0.00201]",-0.38082299501557304,0.0,2
UNI/USDT,18,"(0.0012, 0.00201]",-0.38099878570663637,0.0,3
LTC/USDT,18,"(0.000463, 0.000792]",-0.38104282302223386,0.0,9
ZRO/USDT,5,"(0.000463, 0.000792]",-0.381972586560033,0.0,1
HBAR/USDT,15,"(-0.001, 0.000463]",-0.3824552700000014,0.0,2
ZEC/USDT,1,"(0.000792, 0.0012]",-0.382907453042381,0.0,6
SUI/USDT,20,"(0.000792, 0.0012]",-0.3832702724543866,0.0,1
H/USDT,16,"(0.000792, 0.0012]",-0.3845775023440183,0.0,1
LINK/USDT,21,"(0.0012, 0.00201]",-0.38500917520001376,0.0,1
TAO/USDT,16,"(0.00201, 0.0338]",-0.3852538127544169,0.006183858522502965,17
PEPE/USDT,19,"(0.00201, 0.0338]",-0.38543677234668905,0.0,5
XRP/USDT,20,"(-0.001, 0.000463]",-0.38568304072957216,0.0,5
SUI/USDT,19,"(0.00201, 0.0338]",-0.38659416568986354,0.0,3
TRX/USDT,17,"(-0.001, 0.000463]",-0.38662282186535424,0.0,10
WLD/USDT,15,"(0.000792, 0.0012]",-0.3869309999999989,0.0,1
SONIC/USDT,14,"(-0.001, 0.000463]",-0.38728544000000964,0.0,1
SOL/USDT,14,"(0.00201, 0.0338]",-0.3873337999999519,0.0,1
GRASS/USDT,14,"(0.000463, 0.000792]",-0.3878472837119592,0.0,1
BGB/USDT,6,"(0.000792, 0.0012]",-0.3881005715599469,0.0,1
SUI/USDT,20,"(0.000463, 0.000792]",-0.38975963477978953,0.0,4
DOGE/USDT,20,"(0.000463, 0.000792]",-0.39059877976265706,0.0,8
BTC/USDT,21,"(-0.001, 0.000463]",-0.3906767957903657,0.0,2
BCH/USDT,14,"(0.0012, 0.00201]",-0.3911614664399865,0.0,3
DOGE/USDT,3,"(-0.001, 0.000463]",-0.39231782921516756,0.0,1
MOODENG/USDT,16,"(-0.001, 0.000463]",-0.39235306904941875,0.0,5
HYPE/USDT,20,"(0.0012, 0.00201]",-0.3925151859536673,0.0,9
H/USDT,16,"(0.00201, 0.0338]",-0.3930709951180265,0.15368232269338525,16
UNI/USDT,20,"(0.000792, 0.0012]",-0.39369515273999695,0.0,4
BNB/USDT,16,"(0.0012, 0.00201]",-0.39549202560002533,0.0,2
ALCH/USDT,16,"(-0.001, 0.000463]",-0.39558807999998147,0.0,1
DOGE/USDT,14,"(-0.001, 0.000463]",-0.3958186748238163,0.0,5
ASTER/USDT,15,"(0.000463, 0.000792]",-0.3961976961959697,0.0,2
XRP/USDT,20,"(0.000463, 0.000792]",-0.3962448040845654,0.0,7
PEPE/USDT,15,"(0.000463, 0.000792]",-0.396260038193612,0.0,2
PEPE/USDT,18,"(0.0012, 0.00201]",-0.3966559616504508,0.0,5
BTC/USDT,23,"(0.000463, 0.000792]",-0.3969326041599778,0.0,2
WLD/USDT,21,"(0.000463, 0.000792]",-0.3985305655029878,0.0,8
HYPE/USDT,19,"(0.000792, 0.0012]",-0.3986075531805013,0.0,6
TRX/USDT,20,"(-0.001, 0.000463]",-0.4004463802853437,0.0,7
LPT/USDT,14,"(-0.001, 0.000463]",-0.40108388287551877,0.0,9
GRASS/USDT,20,"(0.000463, 0.000792]",-0.4015371037013133,0.0,3
WLD/USDT,14,"(-0.001, 0.000463]",-0.4016983999999547,0.0,1
ASTER/USDT,13,"(0.000792, 0.0012]",-0.40202042908800073,0.0,1
LTC/USDT,18,"(-0.001, 0.000463]",-0.4020630858799982,0.0,6
ETH/USDT,19,"(-0.001, 0.000463]",-0.40236722332798786,0.0,4
PENGU/USDT,18,"(0.00201, 0.0338]",-0.4028256680593577,0.0,1
H/USDT,21,"(0.0012, 0.00201]",-0.4031863204728175,0.0,12
HBAR/USDT,14,"(-0.001, 0.000463]",-0.40320315053638456,0.0,10
WLD/USDT,18,"(0.000792, 0.0012]",-0.40324266939599585,0.0,2
PEPE/USDT,14,"(0.000463, 0.000792]",-0.4032875136705408,0.0,1
HYPE/USDT,21,"(0.000792, 0.0012]",-0.40365232005899376,0.0,9
LINK/USDT,15,"(0.000792, 0.0012]",-0.4040845477599686,0.0,5
HOME/USDT,21,"(0.000792, 0.0012]",-0.40444513885679306,0.0,2
LINK/USDT,18,"(-0.001, 0.000463]",-0.4047132852666313,0.0,6
SUI/USDT,16,"(0.0012, 0.00201]",-0.40477794448095217,0.0,5
UNI/USDT,18,"(-0.001, 0.000463]",-0.40482354157329875,0.0,3
BCH/USDT,3,"(0.0012, 0.00201]",-0.40586908875998073,0.0,4
0G/USDT,23,"(0.000463, 0.000792]",-0.40708556917329736,0.0,3
SONIC/USDT,15,"(-0.001, 0.000463]",-0.4071088333333375,0.0,3
ASTER/USDT,14,"(0.0012, 0.00201]",-0.4074990768919779,0.0,4
ADA/USDT,19,"(0.00201, 0.0338]",-0.40761023135988766,0.0,1
MYX/USDT,20,"(0.0012, 0.00201]",-0.4085633199999726,0.0,1
WLD/USDT,18,"(0.0012, 0.00201]",-0.4087289139479857,0.0,2
HBAR/USDT,16,"(0.000463, 0.000792]",-0.40894810447238283,0.0,10
HBAR/USDT,19,"(-0.001, 0.000463]",-0.40928889785958633,0.0,2
SUI/USDT,22,"(0.000463, 0.000792]",-0.4093846707089516,0.0,9
0G/USDT,23,"(-0.001, 0.000463]",-0.41020404735799454,0.0,4
BCH/USDT,1,"(0.000463, 0.000792]",-0.41189599459198395,0.0,2
0G/USDT,15,"(-0.001, 0.000463]",-0.412402445959973,0.0,4
BTC/USDT,1,"(0.000463, 0.000792]",-0.41257761592957176,0.0,2
0G/USDT,0,"(0.000463, 0.000792]",-0.41261258721756605,0.0,5
WLD/USDT,17,"(-0.001, 0.000463]",-0.412797097255968,0.0,2
PEPE/USDT,19,"(0.0012, 0.00201]",-0.41360167036474915,0.0,6
AAVE/USDT,21,"(0.000792, 0.0012]",-0.414940567719979,0.0,4
ETH/USDT,17,"(0.000463, 0.000792]",-0.415547442453327,0.0,3
MORPHO/USDT,11,"(0.000792, 0.0012]",-0.4155555247199879,0.0,1
SONIC/USDT,16,"(0.000792, 0.0012]",-0.41575756263400027,0.0,2
UNI/USDT,15,"(-0.001, 0.000463]",-0.4175094181599972,0.0,3
HYPE/USDT,22,"(0.000463, 0.000792]",-0.4178401597455743,0.0,6
ALCH/USDT,15,"(0.000792, 0.0012]",-0.4183593946314683,0.0,3
LTC/USDT,19,"(0.000463, 0.000792]",-0.41851466085711103,0.0,7
SONIC/USDT,16,"(0.0012, 0.00201]",-0.4206038200000006,0.0,1
TAO/USDT,22,"(0.000792, 0.0012]",-0.4219098921695613,0.0,1
PENGU/USDT,15,"(0.0012, 0.00201]",-0.4235903932069407,0.0,7
PEPE/USDT,20,"(-0.001, 0.000463]",-0.4236712211765141,0.0,1
HBAR/USDT,20,"(-0.001, 0.000463]",-0.4239405135638929,0.0,11
AAVE/USDT,22,"(0.000792, 0.0012]",-0.4241127259466351,0.0,3
LINK/USDT,21,"(0.000463, 0.000792]",-0.4241953023899685,0.0,8
ETH/USDT,18,"(-0.001, 0.000463]",-0.4250358772223722,0.0,5
TAO/USDT,15,"(0.0012, 0.00201]",-0.42537907083119536,0.0,2
ZRO/USDT,21,"(0.000792, 0.0012]",-0.4259584005599743,0.0,1
TRX/USDT,18,"(-0.001, 0.000463]",-0.4272133911154661,0.0,17
SOL/USDT,16,"(0.000463, 0.000792]",-0.4279333896499524,0.0,4
MOODENG/USDT,18,"(0.000463, 0.000792]",-0.42908635914552373,0.0,1
BTC/USDT,22,"(-0.001, 0.000463]",-0.430291443362109,0.0,6
ASTER/USDT,16,"(0.000463, 0.000792]",-0.4305279061087647,0.0,5
LPT/USDT,15,"(-0.001, 0.000463]",-0.4309549312499721,0.0,8
AVAX/USDT,16,"(0.000792, 0.0012]",-0.4312151674879768,0.0,1
ASTER/USDT,1,"(-0.001, 0.000463]",-0.43160948232797836,0.0,3
BTC/USDT,22,"(0.000463, 0.000792]",-0.4320674616845884,0.0,9
BGB/USDT,18,"(-0.001, 0.000463]",-0.43257429957234206,0.0,11
DOGE/USDT,14,"(0.0012, 0.00201]",-0.43269617546535605,0.0,7
ASTER/USDT,21,"(-0.001, 0.000463]",-0.4327522112749977,0.0,8
ASTER/USDT,16,"(0.0012, 0.00201]",-0.4329049026666661,0.0,3
TRX/USDT,23,"(-0.001, 0.000463]",-0.43330280166713564,0.0,1
HYPE/USDT,19,"(0.000463, 0.000792]",-0.4342988010221087,0.0,3
GRASS/USDT,19,"(0.000792, 0.0012]",-0.4343331316079759,0.0,3
BERA/USDT,3,"(0.00201, 0.0338]",-0.43467355372788247,0.0,1
XRP/USDT,14,"(0.0012, 0.00201]",-0.4349554825439911,0.0,4
DOGE/USDT,12,"(0.000463, 0.000792]",-0.43513281851176927,0.0,1
HYPE/USDT,15,"(0.000792, 0.0012]",-0.43613383368517655,0.0,2
BGB/USDT,19,"(-0.001, 0.000463]",-0.43627297616129684,0.0,6
SUI/USDT,19,"(-0.001, 0.000463]",-0.43661520286481226,0.0,2
XRP/USDT,19,"(0.000463, 0.000792]",-0.436843358971967,0.0,4
ADA/USDT,16,"(0.0012, 0.00201]",-0.4369287440639552,0.0,2
RECALL/USDT,23,"(0.00201, 0.0338]",-0.43712717685843067,0.0,1
MOODENG/USDT,17,"(-0.001, 0.000463]",-0.4371544208599718,0.0,4
USDC/USDT,21,"(-0.001, 0.000463]",-0.43725803841456795,0.0,11
USDC/USDT,20,"(-0.001, 0.000463]",-0.438472098592565,0.0,4
LINK/USDT,1,"(0.000463, 0.000792]",-0.4387482614399374,0.0,1
HYPE/USDT,15,"(0.00201, 0.0338]",-0.439054604832793,0.0,1
XLM/USDT,15,"(-0.001, 0.000463]",-0.44020519239357603,0.0,1
LTC/USDT,19,"(0.000792, 0.0012]",-0.4403981763999428,0.0,4
UNI/USDT,18,"(0.000463, 0.000792]",-0.44108496631995575,0.0,2
LINK/USDT,16,"(-0.001, 0.000463]",-0.44279367839998296,0.0,2
SUI/USDT,14,"(0.0012, 0.00201]",-0.4428977615633067,0.0,7
BCH/USDT,1,"(-0.001, 0.000463]",-0.4433713070879875,0.0,6
WLD/USDT,17,"(0.000463, 0.000792]",-0.44376830147998003,0.0,2
SOL/USDT,16,"(0.0012, 0.00201]",-0.44388603946129734,0.0,3
ZEC/USDT,16,"(0.000792, 0.0012]",-0.4440822549431858,0.0,6
GRASS/USDT,18,"(-0.001, 0.000463]",-0.44411606717329305,0.0,3
WLD/USDT,20,"(0.000792, 0.0012]",-0.44603814120264523,0.0,3
PENGU/USDT,14,"(0.0012, 0.00201]",-0.44636636947094604,0.0,7
UNI/USDT,23,"(0.000463, 0.000792]",-0.4468640486400779,0.0,1
PEPE/USDT,20,"(0.0012, 0.00201]",-0.44696535856911507,0.0,3
XRP/USDT,16,"(0.0012, 0.00201]",-0.4490607408479884,0.0,4
UNI/USDT,20,"(-0.001, 0.000463]",-0.45118180169597955,0.0,5
PEPE/USDT,20,"(0.000463, 0.000792]",-0.4514212514218814,0.0,3
LPT/USDT,16,"(0.00201, 0.0338]",-0.45207847183731453,0.04929442831406934,3
SUI/USDT,15,"(0.0012, 0.00201]",-0.45248081437121684,0.0,2
LPT/USDT,15,"(0.00201, 0.0338]",-0.452800313282273,0.07089432770438384,7
ZEC/USDT,1,"(0.0012, 0.00201]",-0.4531532540113135,0.0,11
MOODENG/USDT,22,"(0.000463, 0.000792]",-0.4533996714335651,0.0,1
SONIC/USDT,17,"(-0.001, 0.000463]",-0.45341846153344145,0.0,14
H/USDT,21,"(0.000792, 0.0012]",-0.45368614957871056,0.0,5
HOME/USDT,0,"(0.000792, 0.0012]",-0.45407615507518284,0.0,1
BCH/USDT,2,"(0.000792, 0.0012]",-0.45565628193995655,0.0,2
WLD/USDT,1,"(0.000463, 0.000792]",-0.45568018953582085,0.0,1
SUI/USDT,14,"(0.00201, 0.0338]",-0.45606795907199715,0.0,1
BCH/USDT,19,"(0.000792, 0.0012]",-0.45617826197063954,0.0,6
BCH/USDT,22,"(0.000792, 0.0012]",-0.45688643659196765,0.0,3
ZEC/USDT,16,"(0.0012, 0.00201]",-0.45697418037127746,0.0,8
ASTER/USDT,14,"(0.000792, 0.0012]",-0.4571248401279658,0.0,1
UNI/USDT,22,"(0.000463, 0.000792]",-0.45741743543999247,0.0,5
KITE/USDT,15,"(0.00201, 0.0338]",-0.45862405058718964,0.0,5
MOODENG/USDT,23,"(0.000463, 0.000792]",-0.4588597103399431,0.0,1
PENGU/USDT,16,"(0.000463, 0.000792]",-0.45926231470342244,0.0,2
BNB/USDT,16,"(-0.001, 0.000463]",-0.45935912439196624,0.0,8
SUI/USDT,14,"(0.000792, 0.0012]",-0.4600368193399974,0.0,2
H/USDT,16,"(0.0012, 0.00201]",-0.4601266440287941,0.0,5
LTC/USDT,21,"(0.000792, 0.0012]",-0.46013605071996766,0.0,1
PEPE/USDT,16,"(0.0012, 0.00201]",-0.4604621266183314,0.0,7
HOME/USDT,1,"(0.00201, 0.0338]",-0.4606146488591789,0.0,1
MON/USDT,2,"(0.000463, 0.000792]",-0.46068754830555075,0.0,1
MOODENG/USDT,0,"(-0.001, 0.000463]",-0.4610444838383414,0.0,1
PEPE/USDT,14,"(0.0012, 0.00201]",-0.46131303995087747,0.0,11
LTC/USDT,14,"(0.0012, 0.00201]",-0.46157804367997546,0.0,1
MORPHO/USDT,21,"(-0.001, 0.000463]",-0.46196631791731546,0.0,3
WLD/USDT,18,"(0.000463, 0.000792]",-0.46233718104098775,0.0,8
UNI/USDT,20,"(0.000463, 0.000792]",-0.4623701520319704,0.0,5
WLD/USDT,16,"(0.000463, 0.000792]",-0.46239718388897993,0.0,8
ADA/USDT,14,"(0.0012, 0.00201]",-0.46316128692399106,0.0,4
0G/USDT,17,"(0.000463, 0.000792]",-0.46329222067197096,0.0,1
SONIC/USDT,21,"(-0.001, 0.000463]",-0.4644154769039969,0.0,1
ETH/USDT,16,"(0.000792, 0.0012]",-0.46448929535998723,0.0,6
MORPHO/USDT,4,"(0.000792, 0.0012]",-0.46533083447394313,0.0,4
UNI/USDT,21,"(-0.001, 0.000463]",-0.4653380049599867,0.0,3
UNI/USDT,19,"(0.000463, 0.000792]",-0.4662299347733075,0.0,3
LPT/USDT,12,"(0.000792, 0.0012]",-0.4663431704639752,0.0,1
BGB/USDT,3,"(0.000463, 0.000792]",-0.4666230228639703,0.0,2
GRASS/USDT,12,"(0.000792, 0.0012]",-0.4670601148799727,0.0,1
PENGU/USDT,22,"(0.00201, 0.0338]",-0.46718677038297995,0.2360659259755669,2
ZEC/USDT,1,"(0.000463, 0.000792]",-0.467617447933878,0.0,5
HBAR/USDT,16,"(0.000792, 0.0012]",-0.46787650208104314,0.0,6
TAO/USDT,4,"(0.000792, 0.0012]",-0.4684386027240205,0.0,1
PEPE/USDT,17,"(0.000792, 0.0012]",-0.46926714434223443,0.0,3
ALCH/USDT,15,"(0.00201, 0.0338]",-0.46993541828077107,0.0,2
BCH/USDT,19,"(0.00201, 0.0338]",-0.4705704343920032,0.0,1
HYPE/USDT,9,"(0.000792, 0.0012]",-0.47064346543191693,0.0,2
XRP/USDT,18,"(0.0012, 0.00201]",-0.4711292911959968,0.0,2
GRASS/USDT,20,"(0.00201, 0.0338]",-0.4714579768440097,0.0,2
HBAR/USDT,14,"(0.000463, 0.000792]",-0.471652528035592,0.0,2
BCH/USDT,23,"(0.000463, 0.000792]",-0.4716932885087757,0.0,5
XLM/USDT,20,"(-0.001, 0.000463]",-0.4719552498738982,0.0,5
SUI/USDT,23,"(-0.001, 0.000463]",-0.47221295924956547,0.0,3
UNI/USDT,18,"(0.000792, 0.0012]",-0.4722999479439829,0.0,10
AVAX/USDT,10,"(0.000792, 0.0012]",-0.47248733093600837,0.0,1
AAVE/USDT,20,"(0.000792, 0.0012]",-0.47259351971996216,0.0,8
MORPHO/USDT,2,"(0.000463, 0.000792]",-0.47274899527196995,0.0,3
TAO/USDT,23,"(0.0012, 0.00201]",-0.47280102005971303,0.01917531617144001,7
HYPE/USDT,21,"(0.0012, 0.00201]",-0.47289266762419313,0.0,7
PENGU/USDT,15,"(0.00201, 0.0338]",-0.473148022821675,0.0,5
MOODENG/USDT,23,"(0.0012, 0.00201]",-0.47411239536078925,0.0,3
LTC/USDT,20,"(-0.001, 0.000463]",-0.47464116402179335,0.0,11
MON/USDT,21,"(0.00201, 0.0338]",-0.47524636788479313,0.0,1
XLM/USDT,23,"(-0.001, 0.000463]",-0.475416706743289,0.0,7
ETH/USDT,18,"(0.000463, 0.000792]",-0.47551361592886987,0.0,9
SUI/USDT,19,"(0.000463, 0.000792]",-0.4757221380160025,0.0,1
WLD/USDT,14,"(0.0012, 0.00201]",-0.47573944599865087,0.0,6
DOGE/USDT,19,"(-0.001, 0.000463]",-0.4758005826261016,0.0,3
BERA/USDT,0,"(0.0012, 0.00201]",-0.4758182877545594,0.0,4
UNI/USDT,14,"(0.00201, 0.0338]",-0.47613303935999435,0.0,2
PAXG/USDT,0,"(-0.001, 0.000463]",-0.4763269681978401,0.0,6
HOME/USDT,1,"(0.0012, 0.00201]",-0.4763600513688139,0.0,2
ADA/USDT,16,"(0.00201, 0.0338]",-0.47651490657999873,0.0,2
BCH/USDT,0,"(0.000463, 0.000792]",-0.4767978639839754,0.0,2
BGB/USDT,18,"(0.0012, 0.00201]",-0.47695166479998774,0.0,1
BNB/USDT,21,"(-0.001, 0.000463]",-0.4769768801319524,0.0,4
BCH/USDT,12,"(0.000792, 0.0012]",-0.47750990636792545,0.0,1
SUI/USDT,23,"(0.000792, 0.0012]",-0.47810164259797755,0.0,2
LPT/USDT,18,"(0.00201, 0.0338]",-0.4781458290879378,0.0,1
ASTER/USDT,19,"(-0.001, 0.000463]",-0.4788095908459848,0.0,4
DOGE/USDT,12,"(0.0012, 0.00201]",-0.48018481619229497,0.0,2
SONIC/USDT,17,"(0.000463, 0.000792]",-0.480731421523927,0.0,2
LPT/USDT,14,"(0.0012, 0.00201]",-0.48074616789140556,0.0,7
