uid,side,entry,mfe_price,mae_price,pnl_net,entry_efficiency
MOODENG-sell-142147-0318,sell,0.04819,0.0,-1.0000000000003062e-05,-0.31243239999999994,-4818.999999998524
0G-sell-142209-24eb,sell,0.5991,0.0,0.0,-0.29954999999999266,
GRASS-sell-142209-8766,sell,0.2797,0.0,-0.0009000000000000119,-0.08785587573599955,-310.7777777777737
ASTER-sell-142239-6fa8,sell,0.6929,0.0,-0.000200000000000089,-0.33147401003200916,-3464.499999998458
SOL-sell-142147-8c55,sell,83.787,0.029000000000010573,-0.10199999999998965,-0.32584558564794613,-639.3740458015255
HBAR-sell-142420-c753,sell,0.09583,1.9999999999992246e-05,0.0,-0.38451070491917144,-4790.500000001857
PENGU-sell-142253-bfad,sell,0.006678,0.0,-1.000000000000046e-05,-0.4916975846223073,-667.7999999999693
PEPE-sell-142549-2c6e,sell,3.2731e-06,1.8000000000001352e-09,0.0,-0.4032875136705408,-1817.3888888887523
XLM-sell-142326-2306,sell,0.15043,0.0,-6.999999999998674e-05,-0.46558681857598233,-2149.000000000407
WLD-sell-142342-e588,sell,0.3833,0.0,-0.00030000000000002247,-0.5124040254399791,-1277.6666666665708
LPT-sell-142342-f279,sell,2.216,0.0,0.0,-0.4312335999999478,
BNB-sell-142342-fcdb,sell,624.52,0.10000000000002274,-0.18000000000006366,-0.4815327166319818,-2230.0714285707404
SUI-sell-142344-9101,sell,0.8969,9.999999999998899e-05,-0.0005999999999999339,-0.3396122681743865,-1281.1428571429983
DOGE-sell-142347-20e2,sell,0.08977,9.999999999996123e-06,-3.0000000000002247e-05,-0.4424245306415786,-2244.0000000000914
DOGE-sell-142652-9179,sell,0.08979,3.999999999999837e-05,-2.0000000000006124e-05,-0.30922061872637796,-1495.8333333332212
KITE-sell-142444-c6ac,sell,0.24709,0.0,-0.002819999999999989,-0.6042433540063643,-87.62056737588686
BCH-sell-142411-dcad,sell,449.03,0.08999999999997499,-0.07000000000005002,-0.19042849613599713,-2805.874999999561
HBAR-sell-142622-d4be,sell,0.09584,1.9999999999992246e-05,0.0,-0.6051211460639913,-4791.000000001857
ADA-sell-142429-c409,sell,0.2525,9.999999999998899e-05,-0.00019999999999997797,-0.335257180127964,-841.333333333426
MOODENG-sell-142444-ca7b,sell,0.0482,0.0,-0.00010000000000000286,-0.6117045747119865,-481.9999999999862
SUI-sell-142652-5fa3,sell,0.8974,0.0009000000000000119,-0.00019999999999997797,-0.30533880000001634,-815.0000000000075
BCH-sell-142724-2b71,sell,448.94,0.21999999999997044,0.0,-0.20641119999999638,-2039.6363636366377
KITE-sell-142724-5458,sell,0.24973,0.0007300000000000084,0.0,-0.29241991999998634,-341.09589041095495
0G-sell-142549-0647,sell,0.5988,0.00029999999999996696,0.0,-0.22522228192799282,-1995.0000000002199
ASTER-sell-142533-6b50,sell,0.6931,0.0,-0.00029999999999996696,-0.31063670501597507,-2310.333333333588
WLD-sell-142652-43af,sell,0.3835,0.00020000000000003348,0.0,-0.2998371746079437,-1916.499999999679
GRASS-sell-142549-76ea,sell,0.2806,0.0,-0.00019999999999997797,-0.3878472837119592,-1403.0000000001546
SOL-sell-142549-05cf,sell,83.823,0.027999999999991587,-0.0030000000000001137,-0.6417283269839047,-2703.064516129756
PENGU-sell-142549-b1e3,sell,0.006688,3.000000000000398e-06,-9.999999999992654e-07,-0.4311087291966097,-1671.2500000001405
