time_of_day,trades,expectancy,profit_factor,winrate,avg_win,avg_loss,gross_profit,gross_loss_abs
afternoon_utc,1579,-0.37818185751062505,0.028117207896532985,0.023432552248258392,0.46691668764165734,-0.39845983816603,17.27591744274132,614.4250704520182
evening_utc,480,-0.4611984187814859,0.013012331029737409,0.016666666666666666,0.36482318984819895,-0.4751987850294467,2.9185855187855916,224.29382653389882
