hour_of_day,trades,winrate,expectancy,profit_factor,avg_pnl
13,68,0.029411764705882353,-0.26245103926240043,0.026535135970515867,-0.26245103926240043
15,413,0.031476997578692496,-0.3208858990011175,0.02856582143630818,-0.3208858990011175
14,382,0.02356020942408377,-0.36502348978462595,0.03960215652454335,-0.36502348978462595
16,473,0.019027484143763214,-0.3997601281313068,0.02193609469396605,-0.3997601281313068
18,408,0.0196078431372549,-0.4451124531474418,0.015816794247828055,-0.4451124531474418
17,243,0.01646090534979424,-0.4866300096631144,0.023951365131967196,-0.4866300096631144
19,72,0.0,-0.5523522240410692,0.0,-0.5523522240410692
