close_reason,count,avg_pnl,total_pnl,winrate
SL_BE,1283,-0.3169600897729938,-406.65979517875104,0.003117692907248636
SL_HARD,287,-0.8935685036038533,-256.4541605343059,0.0
SL_TRAIL,27,-0.09699295305864253,-2.6188097325833484,0.07407407407407407
TIMEOUT_DRAWDOWN,33,-0.7587028509785533,-25.03719408229226,0.06060606060606061
TIMEOUT_NO_MFE,1121,-0.49900674162236,-559.3865573586655,0.006244424620874219
TIMEOUT_NO_MOVE,67,0.11275429994646717,7.5545380964133,0.5373134328358209
TP_DYN,12,0.4183199744414923,5.019839693297908,0.8333333333333334
