pnl_net,equity,drawdown
-0.48365489793596084,-142.42657996569042,-142.35697271619924
-0.3407012938055698,-142.767281259496,-142.69767401000482
-0.3289818292319987,-143.096263088728,-143.0266558392368
-0.3242145560639945,-143.420477644792,-143.3508703953008
-0.20060800000000445,-143.621085644792,-143.55147839530082
-0.5944884770879827,-144.21557412188,-144.1459668723888
0.3690104691208296,-143.84656365275916,-143.77695640326797
-0.3243828960000114,-144.17094654875916,-144.10133929926798
-0.12056779754878458,-144.29151434630793,-144.22190709681675
-0.27198018799999324,-144.56349453430792,-144.49388728481674
-0.095943492119993,-144.65943802642792,-144.58983077693674
-0.2877845493367964,-144.94722257576473,-144.87761532627354
-0.19335999999997922,-145.1405825757647,-145.07097532627353
-0.6411356098752177,-145.78171818563993,-145.71211093614875
-0.31106042553600044,-146.09277861117593,-146.02317136168475
-0.38728544000000964,-146.48006405117593,-146.41045680168475
-0.06284593865597851,-146.5429099898319,-146.47330274034073
-0.26780753880000485,-146.81071752863193,-146.74111027914074
-0.18836849371197165,-146.9990860223439,-146.92947877285272
-0.28779301944,-147.2868790417839,-147.2172717922927
-0.1738481254359996,-147.4607271672199,-147.3911199177287
-0.2476056109439817,-147.70833277816388,-147.6387255286727
-0.9930016930039613,-148.70133447116785,-148.63172722167667
-0.4067538267119799,-149.10808829787985,-149.03848104838866
-0.33659026763597016,-149.44467856551583,-149.37507131602464
-0.13293718627199214,-149.57761575178782,-149.50800850229663
1.1076863158817147,-148.4699294359061,-148.4003221864149
-0.21026240230399532,-148.68019183821008,-148.6105845887189
-0.23073836553438093,-148.91093020374447,-148.8413229542533
-0.7065154679277115,-149.6174456716722,-149.547838422181
-0.3127474217454265,-149.9301930934176,-149.86058584392643
-0.11341618055999333,-150.0436092739776,-149.97400202448642
-0.4170562310559902,-150.4606655050336,-150.39105825554242
-0.28787401943998303,-150.74853952447359,-150.6789322749824
-0.12350505696800423,-150.8720445814416,-150.80243733195042
-0.2407521099023825,-151.112796691344,-151.0431894418528
-0.209314633980004,-151.322111325324,-151.2525040758328
-0.2954166231839872,-151.61752794850798,-151.5479206990168
-0.8041375885607858,-152.42166553706878,-152.3520582875776
-0.17808699361599473,-152.59975253068478,-152.5301452811936
-0.27010236729200565,-152.86985489797678,-152.8002476484856
-0.15404398848000417,-153.02389888645678,-152.9542916369656
-0.19395383819616002,-153.21785272465294,-153.14824547516176
-0.18033966038956584,-153.3981923850425,-153.32858513555132
-0.21156339009837655,-153.60975577514088,-153.5401485256497
-0.08449067112799143,-153.69424644626886,-153.62463919677768
